,pageid,ns,title
0,62373465,0,2019 November CUHK-Hong Kong Police Force conflict
1,62388427,0,2019 Chinese University of Hong Kong conflict
2,62389194,0,Siege of Chinese University
3,62399521,0,Siege of the Chinese University of Hong Kong
4,62400047,0,Chinese University of Hong Kong Conflict
