,Article 1,Article 2,Corr.
228,Art of the 2019–20 Hong Kong protests,Lennon Wall (Hong Kong),0.06163511298086709
518,Hong Kong 1 July marches,List of March–June 2019 Hong Kong protests,0.06090222309416139
723,"One country, two systems",Storming of the Legislative Council Complex,0.060455461784525544
522,Hong Kong 1 July marches,List of September 2019 Hong Kong protests,0.05998111929374845
105,2019 Hong Kong local elections,Police misconduct allegations during the 2019–20 Hong Kong protests,0.059573608571928026
335,Civil Human Rights Front,Death of Chan Yin-lam,0.057843369627179966
387,Death of Chan Yin-lam,Storming of the Legislative Council Complex,0.057843369627179966
380,Death of Chan Yin-lam,List of protests in Hong Kong,0.057843369627179966
618,Lennon Wall (Hong Kong),Storming of the Legislative Council Complex,0.057405900653177834
147,2019 Yuen Long attack,Art of the 2019–20 Hong Kong protests,0.057391394117606374
363,Death of Chan Yin-lam,Death of Chow Tsz-lok,0.05602887892650222
113,2019 Prince Edward station attack,Art of the 2019–20 Hong Kong protests,0.053997765707797976
478,Government of Hong Kong,List of protests in Hong Kong,0.05351229782373834
299,Causes of the 2019–20 Hong Kong protests,"One country, two systems",0.05260365028160626
251,Carrie Lam,Glory to Hong Kong,0.052238061759044746
422,Demosistō,Hong Kong,0.0516044800264143
43,2019 Hong Kong extradition bill,Carrie Lam,0.04997611125211384
163,2019 Yuen Long attack,Lennon Wall (Hong Kong),0.04932323838604083
616,Lennon Wall (Hong Kong),Reactions to the 2019–20 Hong Kong protests,0.04867304452545258
626,List of August 2019 Hong Kong protests,List of protests in Hong Kong,0.04832387567794302
347,Civil Human Rights Front,List of August 2019 Hong Kong protests,0.04832387567794302
426,Demosistō,List of December 2019 Hong Kong protests,0.04793270571942371
247,Carrie Lam,Civil Human Rights Front,0.047857589087809016
330,Chinese University of Hong Kong conflict,Reactions to the 2019–20 Hong Kong protests,0.04755846444201331
259,Carrie Lam,Lennon Wall (Hong Kong),0.04695294987576239
83,2019 Hong Kong local elections,Death of Chan Yin-lam,0.04677381160978631
709,List of September 2019 Hong Kong protests,Siege of the Hong Kong Polytechnic University,0.0463256698651968
587,Hong Kong,Umbrella Movement,0.04569041231301079
714,Murder of Poon Hiu-wing,Police misconduct allegations during the 2019–20 Hong Kong protests,0.0454444208201723
704,List of protests in Hong Kong,Umbrella Movement,0.04479859611979496
298,Causes of the 2019–20 Hong Kong protests,Murder of Poon Hiu-wing,0.044714090045660605
179,2019 Yuen Long attack,Umbrella Movement,0.044263544688199506
250,Carrie Lam,Demosistō,0.04374785351799608
317,Chinese University of Hong Kong conflict,Hong Kong–Mainland China conflict,0.04344110050225797
389,Death of Chan Yin-lam,Umbrella Movement,0.04326676098482154
699,List of protests in Hong Kong,Police misconduct allegations during the 2019–20 Hong Kong protests,0.04211163706162078
357,Civil Human Rights Front,Police misconduct allegations during the 2019–20 Hong Kong protests,0.04211163706162078
611,Lennon Wall (Hong Kong),List of protests in Hong Kong,0.04174859185389608
548,Hong Kong Human Rights and Democracy Act,Storming of the Legislative Council Complex,0.04056496121131053
362,Civil Human Rights Front,Umbrella Movement,0.040134268331495374
582,Hong Kong,Police misconduct allegations during the 2019–20 Hong Kong protests,0.03994850853091057
560,Hong Kong Way,List of protests in Hong Kong,0.03987004184143136
343,Civil Human Rights Front,Hong Kong Way,0.03987004184143136
227,Art of the 2019–20 Hong Kong protests,Hong Kong–Mainland China conflict,0.03970973225179449
182,2019–20 Hong Kong protests,Causes of the 2019–20 Hong Kong protests,0.03834451105694652
38,2019 Hong Kong extradition bill,2019 Hong Kong local elections,0.038322829506939875
615,Lennon Wall (Hong Kong),Police misconduct allegations during the 2019–20 Hong Kong protests,0.037930263845201706
346,Civil Human Rights Front,Lennon Wall (Hong Kong),0.03783655854647116
590,Hong Kong–Mainland China conflict,List of December 2019 Hong Kong protests,0.037823473723611674
101,2019 Hong Kong local elections,List of protests in Hong Kong,0.03745782958059907
122,2019 Prince Edward station attack,Government of Hong Kong,0.03742682261827015
27,12 June 2019 Hong Kong protest,List of October 2019 Hong Kong protests,0.037134676463174456
620,Lennon Wall (Hong Kong),Umbrella Movement,0.035763963217765975
579,Hong Kong,List of September 2019 Hong Kong protests,0.03505738388955659
41,2019 Hong Kong extradition bill,2019–20 Hong Kong protests,0.035055299563860914
213,Art of the 2019–20 Hong Kong protests,Carrie Lam,0.034728604452398906
728,Police misconduct allegations during the 2019–20 Hong Kong protests,Storming of the Legislative Council Complex,0.033535784071417246
417,Demosistō,Government of Hong Kong,0.03337331558353785
614,Lennon Wall (Hong Kong),"One country, two systems",0.033118836616232813
189,2019–20 Hong Kong protests,Government of Hong Kong,0.03239010196140861
328,Chinese University of Hong Kong conflict,"One country, two systems",0.03189234306263415
287,Causes of the 2019–20 Hong Kong protests,Hong Kong,0.03141548056670343
391,Death of Chow Tsz-lok,Glory to Hong Kong,0.031214230902189537
604,Hong Kong–Mainland China conflict,Umbrella Movement,0.03093609940076765
74,2019 Hong Kong extradition bill,Umbrella Movement,0.03018608101775344
665,List of March–June 2019 Hong Kong protests,List of protests in Hong Kong,0.03005817751661993
350,Civil Human Rights Front,List of March–June 2019 Hong Kong protests,0.030058177516619922
573,Hong Kong,List of December 2019 Hong Kong protests,0.0290832969754947
512,Hong Kong 1 July marches,Hong Kong,0.028006852234748913
443,Glory to Hong Kong,Hong Kong 1 July marches,0.027483817917607654
139,2019 Prince Edward station attack,"One country, two systems",0.026936276959751534
239,Art of the 2019–20 Hong Kong protests,Police misconduct allegations during the 2019–20 Hong Kong protests,0.026065910161976028
140,2019 Prince Edward station attack,Police misconduct allegations during the 2019–20 Hong Kong protests,0.025996482769851968
675,List of November 2019 Hong Kong protests,List of October 2019 Hong Kong protests,0.02567921319646379
54,2019 Hong Kong extradition bill,Hong Kong Human Rights and Democracy Act,0.024586444808345664
534,Hong Kong Human Rights and Democracy Act,Lennon Wall (Hong Kong),0.022346730733876528
92,2019 Hong Kong local elections,Hong Kong,0.021996320916042825
576,Hong Kong,List of November 2019 Hong Kong protests,0.021923508214938103
481,Government of Hong Kong,"One country, two systems",0.02178446501801486
468,Government of Hong Kong,Hong Kong Way,0.021519397940422978
434,Demosistō,"One country, two systems",0.02089606000099144
469,Government of Hong Kong,Hong Kong,0.0207562091120159
513,Hong Kong 1 July marches,Hong Kong–Mainland China conflict,0.020341472015011384
679,List of November 2019 Hong Kong protests,"One country, two systems",0.020068267610700866
696,List of protests in Hong Kong,List of September 2019 Hong Kong protests,0.01988269693544875
354,Civil Human Rights Front,List of September 2019 Hong Kong protests,0.01988269693544875
419,Demosistō,Hong Kong 1 July marches,0.018109601882919393
91,2019 Hong Kong local elections,Hong Kong Way,0.017980206283004414
90,2019 Hong Kong local elections,Hong Kong Human Rights and Democracy Act,0.017170703518802156
225,Art of the 2019–20 Hong Kong protests,Hong Kong Way,0.016841515760011225
304,Causes of the 2019–20 Hong Kong protests,Tactics and methods surrounding the 2019–20 Hong Kong protests,0.016775851763463717
466,Government of Hong Kong,Hong Kong 1 July marches,0.016616315030012183
524,Hong Kong 1 July marches,"One country, two systems",0.016502874517068573
95,2019 Hong Kong local elections,List of August 2019 Hong Kong protests,0.01615197067659102
479,Government of Hong Kong,List of September 2019 Hong Kong protests,0.015840319053860706
353,Civil Human Rights Front,List of protests in Hong Kong,0.015746738481439537
342,Civil Human Rights Front,Hong Kong Human Rights and Democracy Act,0.015320483157011741
658,List of July 2019 Hong Kong protests,Reactions to the 2019–20 Hong Kong protests,0.015029513654547386
550,Hong Kong Human Rights and Democracy Act,Umbrella Movement,0.014920791057821476
345,Civil Human Rights Front,Hong Kong–Mainland China conflict,0.01485040019396086
223,Art of the 2019–20 Hong Kong protests,Hong Kong 1 July marches,0.014845726881565291
356,Civil Human Rights Front,"One country, two systems",0.014814184287327925
173,2019 Yuen Long attack,"One country, two systems",0.014567328272931225
532,Hong Kong Human Rights and Democracy Act,Hong Kong,0.014165147641575017
269,Carrie Lam,"One country, two systems",0.014149052107328955
650,List of July 2019 Hong Kong protests,List of March–June 2019 Hong Kong protests,0.014048418927438895
275,Carrie Lam,Umbrella Movement,0.013733461689911627
510,Hong Kong 1 July marches,Hong Kong Human Rights and Democracy Act,0.013729630915669614
151,2019 Yuen Long attack,Civil Human Rights Front,0.013057487194308246
170,2019 Yuen Long attack,List of protests in Hong Kong,0.013057487194308246
319,Chinese University of Hong Kong conflict,List of August 2019 Hong Kong protests,0.012984681221185363
602,Hong Kong–Mainland China conflict,Storming of the Legislative Council Complex,0.012850403605231757
274,Carrie Lam,Tactics and methods surrounding the 2019–20 Hong Kong protests,0.012047112711539985
651,List of July 2019 Hong Kong protests,List of November 2019 Hong Kong protests,0.011969903248043997
428,Demosistō,List of March–June 2019 Hong Kong protests,0.011775890872759135
669,List of March–June 2019 Hong Kong protests,Police misconduct allegations during the 2019–20 Hong Kong protests,0.011032388778651437
85,2019 Hong Kong local elections,Demosistō,0.010005507631387703
98,2019 Hong Kong local elections,List of March–June 2019 Hong Kong protests,0.009130391911422373
438,Demosistō,Storming of the Legislative Council Complex,0.008839824923024662
49,2019 Hong Kong extradition bill,Demosistō,0.008794824596709924
94,2019 Hong Kong local elections,Lennon Wall (Hong Kong),0.008336124218933571
530,Hong Kong 1 July marches,Umbrella Movement,0.007817572764884274
252,Carrie Lam,Government of Hong Kong,0.007673021104332208
511,Hong Kong 1 July marches,Hong Kong Way,0.007607010350501886
82,2019 Hong Kong local elections,Civil Human Rights Front,0.0074704474536244824
148,2019 Yuen Long attack,Carrie Lam,0.00721057004444811
254,Carrie Lam,Hong Kong 1 July marches,0.006946954140225904
581,Hong Kong,"One country, two systems",0.0068054694985798
588,Hong Kong–Mainland China conflict,Lennon Wall (Hong Kong),0.005873079079257417
200,2019–20 Hong Kong protests,List of March–June 2019 Hong Kong protests,0.005555227758714175
608,Lennon Wall (Hong Kong),List of March–June 2019 Hong Kong protests,0.005234638704965703
470,Government of Hong Kong,Hong Kong–Mainland China conflict,0.0043421853182979385
569,Hong Kong Way,Umbrella Movement,0.0029139558835124717
578,Hong Kong,List of protests in Hong Kong,0.0024332552088330707
110,2019 Hong Kong local elections,Umbrella Movement,0.0023724023816813
529,Hong Kong 1 July marches,Tactics and methods surrounding the 2019–20 Hong Kong protests,0.0020055795065220565
76,2019 Hong Kong local elections,2019 Yuen Long attack,0.0019320091883874627
471,Government of Hong Kong,Lennon Wall (Hong Kong),0.001687153488099864
339,Civil Human Rights Front,Government of Hong Kong,0.0008483845759763509
698,List of protests in Hong Kong,"One country, two systems",5.8545683452040557e-05
528,Hong Kong 1 July marches,Storming of the Legislative Council Complex,-0.0005159870452862078
178,2019 Yuen Long attack,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.0006119765616731625
258,Carrie Lam,Hong Kong–Mainland China conflict,-0.0008256742312003062
673,List of March–June 2019 Hong Kong protests,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.0008678717198062646
266,Carrie Lam,List of protests in Hong Kong,-0.0010705288314083428
595,Hong Kong–Mainland China conflict,List of protests in Hong Kong,-0.001089466425653235
589,Hong Kong–Mainland China conflict,List of August 2019 Hong Kong protests,-0.001452892657951476
521,Hong Kong 1 July marches,List of protests in Hong Kong,-0.0017203491233829676
514,Hong Kong 1 July marches,Lennon Wall (Hong Kong),-0.003635354818201086
739,Storming of the Legislative Council Complex,Umbrella Movement,-0.0037455280454919814
58,2019 Hong Kong extradition bill,Lennon Wall (Hong Kong),-0.0037616270898031684
725,"One country, two systems",Umbrella Movement,-0.003932190076038232
89,2019 Hong Kong local elections,Hong Kong 1 July marches,-0.00427414209524786
255,Carrie Lam,Hong Kong Human Rights and Democracy Act,-0.004662362005880483
87,2019 Hong Kong local elections,Government of Hong Kong,-0.004896553967042706
344,Civil Human Rights Front,Hong Kong,-0.005422633596484834
494,HKmap.live,List of August 2019 Hong Kong protests,-0.005505889550311771
397,Death of Chow Tsz-lok,Hong Kong,-0.005509219392434307
657,List of July 2019 Hong Kong protests,Police misconduct allegations during the 2019–20 Hong Kong protests,-0.005665476093146888
598,Hong Kong–Mainland China conflict,"One country, two systems",-0.005781408324832086
218,Art of the 2019–20 Hong Kong protests,Death of Chow Tsz-lok,-0.005943593268909772
104,2019 Hong Kong local elections,"One country, two systems",-0.005951430862207876
571,Hong Kong,Lennon Wall (Hong Kong),-0.006046882721520187
341,Civil Human Rights Front,Hong Kong 1 July marches,-0.006199596424087009
206,2019–20 Hong Kong protests,"One country, two systems",-0.006214868548008094
533,Hong Kong Human Rights and Democracy Act,Hong Kong–Mainland China conflict,-0.006353197501265563
405,Death of Chow Tsz-lok,List of October 2019 Hong Kong protests,-0.007825162945175565
476,Government of Hong Kong,List of November 2019 Hong Kong protests,-0.007917342863197546
102,2019 Hong Kong local elections,List of September 2019 Hong Kong protests,-0.008380956369510795
369,Death of Chan Yin-lam,Hong Kong Human Rights and Democracy Act,-0.008439245788493411
318,Chinese University of Hong Kong conflict,Lennon Wall (Hong Kong),-0.008479170094922715
203,2019–20 Hong Kong protests,List of protests in Hong Kong,-0.009061959917934445
184,2019–20 Hong Kong protests,Civil Human Rights Front,-0.009061959917934445
574,Hong Kong,List of July 2019 Hong Kong protests,-0.011126958749157548
720,"One country, two systems",Police misconduct allegations during the 2019–20 Hong Kong protests,-0.011543831552666528
467,Government of Hong Kong,Hong Kong Human Rights and Democracy Act,-0.01174660851558075
257,Carrie Lam,Hong Kong,-0.012031665458547587
730,Police misconduct allegations during the 2019–20 Hong Kong protests,Umbrella Movement,-0.012841799614957934
695,List of October 2019 Hong Kong protests,Umbrella Movement,-0.012964882008057739
210,2019–20 Hong Kong protests,Storming of the Legislative Council Complex,-0.01310604339865612
544,Hong Kong Human Rights and Democracy Act,"One country, two systems",-0.01378708124147889
688,List of October 2019 Hong Kong protests,Murder of Poon Hiu-wing,-0.013816671582460199
411,Death of Chow Tsz-lok,Reactions to the 2019–20 Hong Kong protests,-0.013827946016357262
526,Hong Kong 1 July marches,Reactions to the 2019–20 Hong Kong protests,-0.016186028349388596
130,2019 Prince Edward station attack,List of August 2019 Hong Kong protests,-0.01621917518406177
70,2019 Hong Kong extradition bill,Reactions to the 2019–20 Hong Kong protests,-0.016230653968232804
585,Hong Kong,Storming of the Legislative Council Complex,-0.017776453944515543
232,Art of the 2019–20 Hong Kong protests,List of March–June 2019 Hong Kong protests,-0.01784311681607579
68,2019 Hong Kong extradition bill,"One country, two systems",-0.017901326849840006
661,List of July 2019 Hong Kong protests,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.018673453539290032
303,Causes of the 2019–20 Hong Kong protests,Storming of the Legislative Council Complex,-0.020016507727770246
158,2019 Yuen Long attack,Hong Kong 1 July marches,-0.020303694058593832
644,List of December 2019 Hong Kong protests,Police misconduct allegations during the 2019–20 Hong Kong protests,-0.02056932624205336
638,List of December 2019 Hong Kong protests,List of November 2019 Hong Kong protests,-0.02074324487755539
334,Chinese University of Hong Kong conflict,Umbrella Movement,-0.020924507652127357
557,Hong Kong Way,List of March–June 2019 Hong Kong protests,-0.022081084100661428
273,Carrie Lam,Storming of the Legislative Council Complex,-0.022347548746984587
69,2019 Hong Kong extradition bill,Police misconduct allegations during the 2019–20 Hong Kong protests,-0.022449364204683457
663,List of March–June 2019 Hong Kong protests,List of November 2019 Hong Kong protests,-0.023772199995234052
181,2019–20 Hong Kong protests,Carrie Lam,-0.02419888518596414
77,2019 Hong Kong local elections,2019–20 Hong Kong protests,-0.02421855672767832
628,List of August 2019 Hong Kong protests,Murder of Poon Hiu-wing,-0.026177920774252603
635,List of August 2019 Hong Kong protests,Umbrella Movement,-0.02623406888689204
156,2019 Yuen Long attack,Government of Hong Kong,-0.028625468120645592
367,Death of Chan Yin-lam,HKmap.live,-0.02869575318520893
51,2019 Hong Kong extradition bill,Government of Hong Kong,-0.029822649700982445
439,Demosistō,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.03179104316026293
11,12 June 2019 Hong Kong protest,Death of Chow Tsz-lok,-0.0323593919464962
446,Glory to Hong Kong,Hong Kong,-0.03249297400390934
721,"One country, two systems",Reactions to the 2019–20 Hong Kong protests,-0.03288774060955493
53,2019 Hong Kong extradition bill,Hong Kong 1 July marches,-0.03310754487693958
603,Hong Kong–Mainland China conflict,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.033813318950792065
293,Causes of the 2019–20 Hong Kong protests,List of March–June 2019 Hong Kong protests,-0.03463594977470597
39,2019 Hong Kong extradition bill,2019 Prince Edward station attack,-0.03689981764134259
143,2019 Prince Edward station attack,Storming of the Legislative Council Complex,-0.03701195261976205
32,12 June 2019 Hong Kong protest,Police misconduct allegations during the 2019–20 Hong Kong protests,-0.0371322616714885
256,Carrie Lam,Hong Kong Way,-0.03883866699936538
267,Carrie Lam,List of September 2019 Hong Kong protests,-0.03899720548318952
402,Death of Chow Tsz-lok,List of July 2019 Hong Kong protests,-0.03981097520372975
593,Hong Kong–Mainland China conflict,List of November 2019 Hong Kong protests,-0.03987033592456601
320,Chinese University of Hong Kong conflict,List of December 2019 Hong Kong protests,-0.040709302005700804
592,Hong Kong–Mainland China conflict,List of March–June 2019 Hong Kong protests,-0.040968546002722095
238,Art of the 2019–20 Hong Kong protests,"One country, two systems",-0.04140997102711439
536,Hong Kong Human Rights and Democracy Act,List of December 2019 Hong Kong protests,-0.04160027476240211
242,Art of the 2019–20 Hong Kong protests,Storming of the Legislative Council Complex,-0.04272821166010205
646,List of December 2019 Hong Kong protests,Siege of the Hong Kong Polytechnic University,-0.04324651123333169
464,Glory to Hong Kong,Umbrella Movement,-0.04343230957366029
378,Death of Chan Yin-lam,List of November 2019 Hong Kong protests,-0.04437608401082573
525,Hong Kong 1 July marches,Police misconduct allegations during the 2019–20 Hong Kong protests,-0.044477521531265815
738,Storming of the Legislative Council Complex,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.0446855581945369
619,Lennon Wall (Hong Kong),Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.0457878303894794
177,2019 Yuen Long attack,Storming of the Legislative Council Complex,-0.04603514532871057
260,Carrie Lam,List of August 2019 Hong Kong protests,-0.046106340515053856
734,Reactions to the 2019–20 Hong Kong protests,Umbrella Movement,-0.04613265131840703
482,Government of Hong Kong,Police misconduct allegations during the 2019–20 Hong Kong protests,-0.04631805804145449
322,Chinese University of Hong Kong conflict,List of March–June 2019 Hong Kong protests,-0.04811870758865623
674,List of March–June 2019 Hong Kong protests,Umbrella Movement,-0.04822944624946475
703,List of protests in Hong Kong,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.048584201681548554
361,Civil Human Rights Front,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.048584201681548554
221,Art of the 2019–20 Hong Kong protests,Government of Hong Kong,-0.04911101048642565
732,Reactions to the 2019–20 Hong Kong protests,Storming of the Legislative Council Complex,-0.04960167530183358
44,2019 Hong Kong extradition bill,Causes of the 2019–20 Hong Kong protests,-0.05023315194292079
185,2019–20 Hong Kong protests,Death of Chan Yin-lam,-0.05099771525030622
485,Government of Hong Kong,Storming of the Legislative Council Complex,-0.05141052012581976
57,2019 Hong Kong extradition bill,Hong Kong–Mainland China conflict,-0.05150248237601254
3,12 June 2019 Hong Kong protest,2019 Yuen Long attack,-0.052192116302853045
660,List of July 2019 Hong Kong protests,Storming of the Legislative Council Complex,-0.05513889088052093
563,Hong Kong Way,"One country, two systems",-0.05596096497773752
180,2019–20 Hong Kong protests,Art of the 2019–20 Hong Kong protests,-0.05628755162455962
112,2019 Prince Edward station attack,2019–20 Hong Kong protests,-0.057254817213116094
153,2019 Yuen Long attack,Death of Chow Tsz-lok,-0.05776576176944525
672,List of March–June 2019 Hong Kong protests,Storming of the Legislative Council Complex,-0.060189544659531725
278,Causes of the 2019–20 Hong Kong protests,Death of Chan Yin-lam,-0.06024069429292722
740,Tactics and methods surrounding the 2019–20 Hong Kong protests,Umbrella Movement,-0.0603466478679506
507,HKmap.live,Storming of the Legislative Council Complex,-0.06170470102378677
671,List of March–June 2019 Hong Kong protests,Siege of the Hong Kong Polytechnic University,-0.06174460942487399
368,Death of Chan Yin-lam,Hong Kong 1 July marches,-0.062185883367503254
40,2019 Hong Kong extradition bill,2019 Yuen Long attack,-0.0623174192199774
229,Art of the 2019–20 Hong Kong protests,List of August 2019 Hong Kong protests,-0.062470251528327886
270,Carrie Lam,Police misconduct allegations during the 2019–20 Hong Kong protests,-0.06266875224391041
231,Art of the 2019–20 Hong Kong protests,List of July 2019 Hong Kong protests,-0.06270973887568536
306,Chinese University of Hong Kong conflict,Civil Human Rights Front,-0.06447097267677601
332,Chinese University of Hong Kong conflict,Storming of the Legislative Council Complex,-0.06447097267677601
325,Chinese University of Hong Kong conflict,List of protests in Hong Kong,-0.06447097267677601
549,Hong Kong Human Rights and Democracy Act,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.06470300463214625
73,2019 Hong Kong extradition bill,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.0657639424524765
99,2019 Hong Kong local elections,List of November 2019 Hong Kong protests,-0.06638316596404947
404,Death of Chow Tsz-lok,List of November 2019 Hong Kong protests,-0.06718408962412104
195,2019–20 Hong Kong protests,Hong Kong–Mainland China conflict,-0.06789557287412136
109,2019 Hong Kong local elections,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.06821237418000453
152,2019 Yuen Long attack,Death of Chan Yin-lam,-0.06958720185667291
731,Reactions to the 2019–20 Hong Kong protests,Siege of the Hong Kong Polytechnic University,-0.07196545064756366
567,Hong Kong Way,Storming of the Legislative Council Complex,-0.07199926256057719
311,Chinese University of Hong Kong conflict,Government of Hong Kong,-0.07350821867829802
13,12 June 2019 Hong Kong protest,Glory to Hong Kong,-0.07576043885231161
61,2019 Hong Kong extradition bill,List of July 2019 Hong Kong protests,-0.07683943895457027
249,Carrie Lam,Death of Chow Tsz-lok,-0.07690156648226217
383,Death of Chan Yin-lam,"One country, two systems",-0.07710676342716061
81,2019 Hong Kong local elections,Chinese University of Hong Kong conflict,-0.0785639881483663
609,Lennon Wall (Hong Kong),List of November 2019 Hong Kong protests,-0.07954913058370063
207,2019–20 Hong Kong protests,Police misconduct allegations during the 2019–20 Hong Kong protests,-0.08057008547643452
168,2019 Yuen Long attack,List of November 2019 Hong Kong protests,-0.08199706320786652
372,Death of Chan Yin-lam,Hong Kong–Mainland China conflict,-0.08768393535044375
453,Glory to Hong Kong,List of November 2019 Hong Kong protests,-0.08812615363561765
712,List of September 2019 Hong Kong protests,Umbrella Movement,-0.0902915078222745
670,List of March–June 2019 Hong Kong protests,Reactions to the 2019–20 Hong Kong protests,-0.09164243065247876
236,Art of the 2019–20 Hong Kong protests,List of September 2019 Hong Kong protests,-0.09319227955531369
633,List of August 2019 Hong Kong protests,Storming of the Legislative Council Complex,-0.09363568479145706
62,2019 Hong Kong extradition bill,List of March–June 2019 Hong Kong protests,-0.09372050527130213
66,2019 Hong Kong extradition bill,List of September 2019 Hong Kong protests,-0.09420223806482073
412,Death of Chow Tsz-lok,Siege of the Hong Kong Polytechnic University,-0.09434262236800496
42,2019 Hong Kong extradition bill,Art of the 2019–20 Hong Kong protests,-0.09577775192166257
197,2019–20 Hong Kong protests,List of August 2019 Hong Kong protests,-0.09900560195999543
676,List of November 2019 Hong Kong protests,List of protests in Hong Kong,-0.10064156475563547
683,List of November 2019 Hong Kong protests,Storming of the Legislative Council Complex,-0.10064156475563547
351,Civil Human Rights Front,List of November 2019 Hong Kong protests,-0.10064156475563547
188,2019–20 Hong Kong protests,Glory to Hong Kong,-0.10360422692911367
55,2019 Hong Kong extradition bill,Hong Kong Way,-0.10423805244515524
407,Death of Chow Tsz-lok,List of September 2019 Hong Kong protests,-0.10612491285386498
370,Death of Chan Yin-lam,Hong Kong Way,-0.10628600881609732
414,Death of Chow Tsz-lok,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.10636348630977265
25,12 June 2019 Hong Kong protest,List of March–June 2019 Hong Kong protests,-0.10791274927437094
685,List of November 2019 Hong Kong protests,Umbrella Movement,-0.10854508608417278
371,Death of Chan Yin-lam,Hong Kong,-0.11053419342044254
364,Death of Chan Yin-lam,Demosistō,-0.11072953358081415
59,2019 Hong Kong extradition bill,List of August 2019 Hong Kong protests,-0.11259535943799448
243,Art of the 2019–20 Hong Kong protests,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.11353249873105159
539,Hong Kong Human Rights and Democracy Act,List of November 2019 Hong Kong protests,-0.11387077397439764
710,List of September 2019 Hong Kong protests,Storming of the Legislative Council Complex,-0.11451955556790604
144,2019 Prince Edward station attack,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.1182009137850799
462,Glory to Hong Kong,Storming of the Legislative Council Complex,-0.11913414095915857
279,Causes of the 2019–20 Hong Kong protests,Death of Chow Tsz-lok,-0.11985109293552351
208,2019–20 Hong Kong protests,Reactions to the 2019–20 Hong Kong protests,-0.12161546189420114
50,2019 Hong Kong extradition bill,Glory to Hong Kong,-0.12311934532713889
131,2019 Prince Edward station attack,List of December 2019 Hong Kong protests,-0.124725705562806
393,Death of Chow Tsz-lok,HKmap.live,-0.12482695767031939
399,Death of Chow Tsz-lok,Lennon Wall (Hong Kong),-0.12599117770364926
409,Death of Chow Tsz-lok,"One country, two systems",-0.12942761216262028
388,Death of Chan Yin-lam,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.13086201640672043
406,Death of Chow Tsz-lok,List of protests in Hong Kong,-0.13380089179476945
413,Death of Chow Tsz-lok,Storming of the Legislative Council Complex,-0.13380089179476945
336,Civil Human Rights Front,Death of Chow Tsz-lok,-0.13380089179476945
395,Death of Chow Tsz-lok,Hong Kong Human Rights and Democracy Act,-0.13665793975026258
375,Death of Chan Yin-lam,List of December 2019 Hong Kong protests,-0.13724815316594402
508,HKmap.live,Tactics and methods surrounding the 2019–20 Hong Kong protests,-0.13927046620064218
632,List of August 2019 Hong Kong protests,Siege of the Hong Kong Polytechnic University,-0.13937185531215587
415,Death of Chow Tsz-lok,Umbrella Movement,-0.1405000281548368
33,12 June 2019 Hong Kong protest,Reactions to the 2019–20 Hong Kong protests,-0.14076567313455013
52,2019 Hong Kong extradition bill,HKmap.live,-0.14082920144835126
429,Demosistō,List of November 2019 Hong Kong protests,-0.140980546333178
377,Death of Chan Yin-lam,List of March–June 2019 Hong Kong protests,-0.14411128691746367
84,2019 Hong Kong local elections,Death of Chow Tsz-lok,-0.14522508237201198
246,Carrie Lam,Chinese University of Hong Kong conflict,-0.14877017456969835
313,Chinese University of Hong Kong conflict,Hong Kong 1 July marches,-0.14877017456969838
636,List of December 2019 Hong Kong protests,List of July 2019 Hong Kong protests,-0.15299840481274887
264,Carrie Lam,List of November 2019 Hong Kong protests,-0.1541779468753456
680,List of November 2019 Hong Kong protests,Police misconduct allegations during the 2019–20 Hong Kong protests,-0.15461706819938115
116,2019 Prince Edward station attack,Chinese University of Hong Kong conflict,-0.15559587962645843
202,2019–20 Hong Kong protests,List of October 2019 Hong Kong protests,-0.15735770028033388
403,Death of Chow Tsz-lok,List of March–June 2019 Hong Kong protests,-0.15825780230202777
572,Hong Kong,List of August 2019 Hong Kong protests,-0.15833186137347038
22,12 June 2019 Hong Kong protest,List of August 2019 Hong Kong protests,-0.15851881754690808
381,Death of Chan Yin-lam,List of September 2019 Hong Kong protests,-0.17101982702134572
204,2019–20 Hong Kong protests,List of September 2019 Hong Kong protests,-0.17258528854860747
45,2019 Hong Kong extradition bill,Chinese University of Hong Kong conflict,-0.17405120900150248
134,2019 Prince Edward station attack,List of November 2019 Hong Kong protests,-0.17818190550128032
398,Death of Chow Tsz-lok,Hong Kong–Mainland China conflict,-0.1782645912990548
384,Death of Chan Yin-lam,Police misconduct allegations during the 2019–20 Hong Kong protests,-0.183451189889467
