,Article 1,Article 2,Corr.
445,Glory_to_Hong_Kong,Hong_Kong_Human_Rights_and_Democracy_Act,0.36630583262589256
593,Hong_Kong–Mainland_China_conflict,List_of_November_2019_Hong_Kong_protests,0.3660196454593197
462,Glory_to_Hong_Kong,Storming_of_the_Legislative_Council_Complex,0.3647938869870161
127,2019_Prince_Edward_station_attack,Hong_Kong_Way,0.3642251973259907
81,2019_Hong_Kong_local_elections,Chinese_University_of_Hong_Kong_conflict,0.3636802538097141
469,Government_of_Hong_Kong,Hong_Kong_Way,0.36008758605765456
447,Glory_to_Hong_Kong,Hong_Kong–Mainland_China_conflict,0.35885132761698035
607,Lennon_Wall_(Hong_Kong),List_of_July_2019_Hong_Kong_protests,0.3586275328291575
282,Causes_of_the_2019–20_Hong_Kong_protests,Government_of_Hong_Kong,0.35822253994722836
608,Lennon_Wall_(Hong_Kong),List_of_March–June_2019_Hong_Kong_protests,0.3562218695042138
468,Government_of_Hong_Kong,Hong_Kong_Human_Rights_and_Democracy_Act,0.3560901102381579
476,Government_of_Hong_Kong,List_of_November_2019_Hong_Kong_protests,0.35584355159210174
674,List_of_March–June_2019_Hong_Kong_protests,Umbrella_Movement,0.35563883377974354
201,2019–20_Hong_Kong_protests,List_of_November_2019_Hong_Kong_protests,0.3554555203434083
72,2019_Hong_Kong_extradition_bill,Storming_of_the_Legislative_Council_Complex,0.354205564373522
283,Causes_of_the_2019–20_Hong_Kong_protests,HKmap.live,0.3537400408893477
3,12_June_2019_Hong_Kong_protest,2019_Yuen_Long_attack,0.35330246687215977
160,2019_Yuen_Long_attack,Hong_Kong_Human_Rights_and_Democracy_Act,0.3523164579218834
311,Chinese_University_of_Hong_Kong_conflict,Government_of_Hong_Kong,0.35093538034681754
352,Civil_Human_Rights_Front,List_of_October_2019_Hong_Kong_protests,0.35083434658631535
263,Carrie_Lam,List_of_March–June_2019_Hong_Kong_protests,0.3507781579197351
204,2019–20_Hong_Kong_protests,List_of_September_2019_Hong_Kong_protests,0.35068168191462856
44,2019_Hong_Kong_extradition_bill,Causes_of_the_2019–20_Hong_Kong_protests,0.3501787361798833
435,Demosistō,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,0.3492451193242248
701,List_of_protests_in_Hong_Kong,Siege_of_the_Hong_Kong_Polytechnic_University,0.3489345210311716
193,2019–20_Hong_Kong_protests,Hong_Kong_Human_Rights_and_Democracy_Act,0.3466615670262757
150,2019_Yuen_Long_attack,Chinese_University_of_Hong_Kong_conflict,0.34402382506567525
168,2019_Yuen_Long_attack,List_of_November_2019_Hong_Kong_protests,0.34274828424429554
142,2019_Prince_Edward_station_attack,Siege_of_the_Hong_Kong_Polytechnic_University,0.3427383008476743
149,2019_Yuen_Long_attack,Causes_of_the_2019–20_Hong_Kong_protests,0.34204241151596537
139,2019_Prince_Edward_station_attack,"One_country,_two_systems",0.34134726769360907
436,Demosistō,Reactions_to_the_2019–20_Hong_Kong_protests,0.34118073715688296
392,Death_of_Chow_Tsz-lok,Government_of_Hong_Kong,0.3404483886974619
171,2019_Yuen_Long_attack,List_of_September_2019_Hong_Kong_protests,0.3398295176855668
662,List_of_July_2019_Hong_Kong_protests,Umbrella_Movement,0.3380306586764039
534,Hong_Kong_1_July_marches,Lennon_Wall_(Hong_Kong),0.3371249464623836
118,2019_Prince_Edward_station_attack,Death_of_Chan_Yin-lam,0.33662236923147876
15,12_June_2019_Hong_Kong_protest,HKmap.live,0.33627406782271657
616,Lennon_Wall_(Hong_Kong),Reactions_to_the_2019–20_Hong_Kong_protests,0.3350266547903181
39,2019_Hong_Kong_extradition_bill,2019_Prince_Edward_station_attack,0.33192635637638995
496,HKmap.live,List_of_July_2019_Hong_Kong_protests,0.33188379512453914
107,2019_Hong_Kong_local_elections,Siege_of_the_Hong_Kong_Polytechnic_University,0.33177814970867925
20,12_June_2019_Hong_Kong_protest,Hong_Kong–Mainland_China_conflict,0.3312873936174597
596,Hong_Kong–Mainland_China_conflict,List_of_September_2019_Hong_Kong_protests,0.33114541796423175
734,Reactions_to_the_2019–20_Hong_Kong_protests,Umbrella_Movement,0.3306479891313034
515,Hong_Kong,List_of_August_2019_Hong_Kong_protests,0.32939736220574456
220,Art_of_the_2019–20_Hong_Kong_protests,Glory_to_Hong_Kong,0.3292416362796277
730,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,Umbrella_Movement,0.32896528025651434
66,2019_Hong_Kong_extradition_bill,List_of_September_2019_Hong_Kong_protests,0.3267097813732779
689,List_of_October_2019_Hong_Kong_protests,"One_country,_two_systems",0.32668358944470477
498,HKmap.live,List_of_November_2019_Hong_Kong_protests,0.3265090935766816
500,HKmap.live,List_of_protests_in_Hong_Kong,0.3247876031347074
484,Government_of_Hong_Kong,Siege_of_the_Hong_Kong_Polytechnic_University,0.3242857298612408
56,2019_Hong_Kong_extradition_bill,Hong_Kong_Way,0.3237574461996302
635,List_of_August_2019_Hong_Kong_protests,Umbrella_Movement,0.3221739508122298
659,List_of_July_2019_Hong_Kong_protests,Siege_of_the_Hong_Kong_Polytechnic_University,0.32207844827621096
398,Death_of_Chow_Tsz-lok,Hong_Kong–Mainland_China_conflict,0.32179671551992445
376,Death_of_Chan_Yin-lam,List_of_July_2019_Hong_Kong_protests,0.32085418195057375
615,Lennon_Wall_(Hong_Kong),Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,0.3204090009819984
393,Death_of_Chow_Tsz-lok,HKmap.live,0.3195823774836481
380,Death_of_Chan_Yin-lam,List_of_protests_in_Hong_Kong,0.3195176772732523
262,Carrie_Lam,List_of_July_2019_Hong_Kong_protests,0.31924663646209994
4,12_June_2019_Hong_Kong_protest,2019–20_Hong_Kong_protests,0.3172076109265406
153,2019_Yuen_Long_attack,Death_of_Chow_Tsz-lok,0.3168650860957962
186,2019–20_Hong_Kong_protests,Death_of_Chow_Tsz-lok,0.31613262099688955
55,2019_Hong_Kong_extradition_bill,Hong_Kong_Human_Rights_and_Democracy_Act,0.3145644577114337
188,2019–20_Hong_Kong_protests,Glory_to_Hong_Kong,0.31376328473622744
176,2019_Yuen_Long_attack,Siege_of_the_Hong_Kong_Polytechnic_University,0.31376326399328575
723,"One_country,_two_systems",Storming_of_the_Legislative_Council_Complex,0.3126075397058627
317,Chinese_University_of_Hong_Kong_conflict,Hong_Kong–Mainland_China_conflict,0.3120627094237913
366,Death_of_Chan_Yin-lam,Government_of_Hong_Kong,0.312054493538208
155,2019_Yuen_Long_attack,Glory_to_Hong_Kong,0.3112122895180669
514,Hong_Kong,Lennon_Wall_(Hong_Kong),0.3106217979035422
270,Carrie_Lam,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,0.309956693140601
492,HKmap.live,Hong_Kong–Mainland_China_conflict,0.3098661700055765
612,Lennon_Wall_(Hong_Kong),List_of_September_2019_Hong_Kong_protests,0.3098469858999098
277,Causes_of_the_2019–20_Hong_Kong_protests,Civil_Human_Rights_Front,0.3081347987334659
354,Civil_Human_Rights_Front,List_of_September_2019_Hong_Kong_protests,0.3079804773968313
517,Hong_Kong,List_of_July_2019_Hong_Kong_protests,0.3072149006049998
152,2019_Yuen_Long_attack,Death_of_Chan_Yin-lam,0.3061851355814503
581,Hong_Kong_Way,"One_country,_two_systems",0.30560446959546056
518,Hong_Kong,List_of_March–June_2019_Hong_Kong_protests,0.30552590555063014
271,Carrie_Lam,Reactions_to_the_2019–20_Hong_Kong_protests,0.3045762099346284
479,Government_of_Hong_Kong,List_of_September_2019_Hong_Kong_protests,0.30440788219819254
620,Lennon_Wall_(Hong_Kong),Umbrella_Movement,0.3002211563775156
538,Hong_Kong_1_July_marches,List_of_March–June_2019_Hong_Kong_protests,0.29896581350197826
64,2019_Hong_Kong_extradition_bill,List_of_October_2019_Hong_Kong_protests,0.2982127153990935
605,Lennon_Wall_(Hong_Kong),List_of_August_2019_Hong_Kong_protests,0.29753507583138694
495,HKmap.live,List_of_December_2019_Hong_Kong_protests,0.2966002499182792
499,HKmap.live,List_of_October_2019_Hong_Kong_protests,0.2963743456254719
84,2019_Hong_Kong_local_elections,Death_of_Chow_Tsz-lok,0.29630680033150086
183,2019–20_Hong_Kong_protests,Chinese_University_of_Hong_Kong_conflict,0.2936209138949458
259,Carrie_Lam,Lennon_Wall_(Hong_Kong),0.29360831004568155
610,Lennon_Wall_(Hong_Kong),List_of_October_2019_Hong_Kong_protests,0.2933563462432163
130,2019_Prince_Edward_station_attack,List_of_August_2019_Hong_Kong_protests,0.29277486218766785
432,Demosistō,List_of_September_2019_Hong_Kong_protests,0.2917963781670549
449,Glory_to_Hong_Kong,List_of_August_2019_Hong_Kong_protests,0.28956857885630705
601,Hong_Kong–Mainland_China_conflict,Siege_of_the_Hong_Kong_Polytechnic_University,0.2890619399908346
108,2019_Hong_Kong_local_elections,Storming_of_the_Legislative_Council_Complex,0.28734702351973535
422,Demosistō,Hong_Kong_Way,0.28611001208640197
563,Hong_Kong_Human_Rights_and_Democracy_Act,"One_country,_two_systems",0.2840210676609858
63,2019_Hong_Kong_extradition_bill,List_of_November_2019_Hong_Kong_protests,0.2836822529121533
448,Glory_to_Hong_Kong,Lennon_Wall_(Hong_Kong),0.2831483486269424
585,Hong_Kong_Way,Storming_of_the_Legislative_Council_Complex,0.28090285254805697
295,Causes_of_the_2019–20_Hong_Kong_protests,List_of_October_2019_Hong_Kong_protests,0.28089773355401293
99,2019_Hong_Kong_local_elections,List_of_November_2019_Hong_Kong_protests,0.28019426098882905
490,HKmap.live,Hong_Kong_Human_Rights_and_Democracy_Act,0.2797599344957406
441,Glory_to_Hong_Kong,Government_of_Hong_Kong,0.2792937764094152
537,Hong_Kong_1_July_marches,List_of_July_2019_Hong_Kong_protests,0.2792558837495848
625,List_of_August_2019_Hong_Kong_protests,List_of_October_2019_Hong_Kong_protests,0.2785812805984362
338,Civil_Human_Rights_Front,Glory_to_Hong_Kong,0.27803288392313485
260,Carrie_Lam,List_of_August_2019_Hong_Kong_protests,0.27780273007760287
559,Hong_Kong_Human_Rights_and_Democracy_Act,List_of_October_2019_Hong_Kong_protests,0.2760309127334406
633,List_of_August_2019_Hong_Kong_protests,Storming_of_the_Legislative_Council_Complex,0.2756359276277699
535,Hong_Kong_1_July_marches,List_of_August_2019_Hong_Kong_protests,0.2742654747878226
209,2019–20_Hong_Kong_protests,Siege_of_the_Hong_Kong_Polytechnic_University,0.2709248609610494
299,Causes_of_the_2019–20_Hong_Kong_protests,"One_country,_two_systems",0.27032242128092265
367,Death_of_Chan_Yin-lam,HKmap.live,0.2675879295116202
281,Causes_of_the_2019–20_Hong_Kong_protests,Glory_to_Hong_Kong,0.26747851911497045
526,Hong_Kong,Reactions_to_the_2019–20_Hong_Kong_protests,0.26591432230908685
9,12_June_2019_Hong_Kong_protest,Civil_Human_Rights_Front,0.26539266165336317
561,Hong_Kong_Human_Rights_and_Democracy_Act,List_of_September_2019_Hong_Kong_protests,0.2650536252262292
687,List_of_October_2019_Hong_Kong_protests,List_of_September_2019_Hong_Kong_protests,0.2626918544484741
0,12_June_2019_Hong_Kong_protest,2019_Hong_Kong_extradition_bill,0.26073494294886085
48,2019_Hong_Kong_extradition_bill,Death_of_Chow_Tsz-lok,0.26021468874102666
336,Civil_Human_Rights_Front,Death_of_Chow_Tsz-lok,0.25986321796474654
647,List_of_December_2019_Hong_Kong_protests,Storming_of_the_Legislative_Council_Complex,0.25917840945414966
571,Hong_Kong_Way,Lennon_Wall_(Hong_Kong),0.25869601948308146
706,List_of_September_2019_Hong_Kong_protests,"One_country,_two_systems",0.2580398779074987
453,Glory_to_Hong_Kong,List_of_November_2019_Hong_Kong_protests,0.25800304662553203
717,Murder_of_Poon_Hiu-wing,Storming_of_the_Legislative_Council_Complex,0.2576828932923267
312,Chinese_University_of_Hong_Kong_conflict,HKmap.live,0.2576503334896262
13,12_June_2019_Hong_Kong_protest,Glory_to_Hong_Kong,0.2563070273483189
424,Demosistō,Lennon_Wall_(Hong_Kong),0.2511129526531145
525,Hong_Kong,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,0.2509195224984181
351,Civil_Human_Rights_Front,List_of_November_2019_Hong_Kong_protests,0.24980240445515592
335,Civil_Human_Rights_Front,Death_of_Chan_Yin-lam,0.2482258548396088
45,2019_Hong_Kong_extradition_bill,Chinese_University_of_Hong_Kong_conflict,0.24443809370729486
267,Carrie_Lam,List_of_September_2019_Hong_Kong_protests,0.24333390982496597
554,Hong_Kong_Human_Rights_and_Democracy_Act,List_of_August_2019_Hong_Kong_protests,0.24091830368380288
310,Chinese_University_of_Hong_Kong_conflict,Glory_to_Hong_Kong,0.23976420005880195
545,Hong_Kong_1_July_marches,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,0.23952434772656223
372,Death_of_Chan_Yin-lam,Hong_Kong–Mainland_China_conflict,0.23940072256736433
391,Death_of_Chow_Tsz-lok,Glory_to_Hong_Kong,0.2370980963199437
546,Hong_Kong_1_July_marches,Reactions_to_the_2019–20_Hong_Kong_protests,0.23516271524482463
71,2019_Hong_Kong_extradition_bill,Siege_of_the_Hong_Kong_Polytechnic_University,0.2345431239662034
506,HKmap.live,Siege_of_the_Hong_Kong_Polytechnic_University,0.23447682168087852
712,List_of_September_2019_Hong_Kong_protests,Umbrella_Movement,0.23425276846988857
190,2019–20_Hong_Kong_protests,HKmap.live,0.23251625860028782
587,Hong_Kong_Way,Umbrella_Movement,0.23084502561988102
551,Hong_Kong_Human_Rights_and_Democracy_Act,Hong_Kong_Way,0.23001307237234173
290,Causes_of_the_2019–20_Hong_Kong_protests,List_of_August_2019_Hong_Kong_protests,0.22911371118909818
695,List_of_October_2019_Hong_Kong_protests,Umbrella_Movement,0.22699279761051622
145,2019_Prince_Edward_station_attack,Umbrella_Movement,0.2260078929505049
185,2019–20_Hong_Kong_protests,Death_of_Chan_Yin-lam,0.22440308611101897
458,Glory_to_Hong_Kong,"One_country,_two_systems",0.22203473425881254
739,Storming_of_the_Legislative_Council_Complex,Umbrella_Movement,0.22063756949586735
569,Hong_Kong_Human_Rights_and_Democracy_Act,Umbrella_Movement,0.22062896688054104
421,Demosistō,Hong_Kong_Human_Rights_and_Democracy_Act,0.2199593580021172
320,Chinese_University_of_Hong_Kong_conflict,List_of_December_2019_Hong_Kong_protests,0.21991208771514406
461,Glory_to_Hong_Kong,Siege_of_the_Hong_Kong_Polytechnic_University,0.2197907199320083
327,Chinese_University_of_Hong_Kong_conflict,Murder_of_Poon_Hiu-wing,0.2193305205683285
157,2019_Yuen_Long_attack,HKmap.live,0.21912866641530646
661,List_of_July_2019_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.21884838967026665
365,Death_of_Chan_Yin-lam,Glory_to_Hong_Kong,0.21867302933059518
465,Government_of_Hong_Kong,HKmap.live,0.2184469244985739
306,Chinese_University_of_Hong_Kong_conflict,Civil_Human_Rights_Front,0.21696660245690022
257,Carrie_Lam,Hong_Kong_Way,0.21678155446503655
144,2019_Prince_Edward_station_attack,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.21625846455802344
273,Carrie_Lam,Storming_of_the_Legislative_Council_Complex,0.21597712471376826
738,Storming_of_the_Legislative_Council_Complex,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.2158423840351727
85,2019_Hong_Kong_local_elections,Demosistō,0.21566041659240914
679,List_of_November_2019_Hong_Kong_protests,"One_country,_two_systems",0.21525978183793829
50,2019_Hong_Kong_extradition_bill,Glory_to_Hong_Kong,0.21390424842246242
438,Demosistō,Storming_of_the_Legislative_Council_Complex,0.2137641929727276
31,12_June_2019_Hong_Kong_protest,"One_country,_two_systems",0.21312720678187508
129,2019_Prince_Edward_station_attack,Lennon_Wall_(Hong_Kong),0.21184371280116832
416,Demosistō,Glory_to_Hong_Kong,0.20731747539379128
256,Carrie_Lam,Hong_Kong_Human_Rights_and_Democracy_Act,0.2069826575924714
409,Death_of_Chow_Tsz-lok,"One_country,_two_systems",0.20684759014558596
520,Hong_Kong,List_of_October_2019_Hong_Kong_protests,0.20283014860071233
114,2019_Prince_Edward_station_attack,Carrie_Lam,0.20177413900174954
328,Chinese_University_of_Hong_Kong_conflict,"One_country,_two_systems",0.20062094799209454
340,Civil_Human_Rights_Front,HKmap.live,0.20053776821165858
637,List_of_December_2019_Hong_Kong_protests,List_of_March–June_2019_Hong_Kong_protests,0.20036013037522016
667,List_of_March–June_2019_Hong_Kong_protests,Murder_of_Poon_Hiu-wing,0.20014691648428304
98,2019_Hong_Kong_local_elections,List_of_March–June_2019_Hong_Kong_protests,0.19978629556225663
265,Carrie_Lam,List_of_October_2019_Hong_Kong_protests,0.19951435540115406
245,Carrie_Lam,Causes_of_the_2019–20_Hong_Kong_protests,0.1957469753278543
359,Civil_Human_Rights_Front,Siege_of_the_Hong_Kong_Polytechnic_University,0.1949397588277877
624,List_of_August_2019_Hong_Kong_protests,List_of_November_2019_Hong_Kong_protests,0.19480771515790765
305,Causes_of_the_2019–20_Hong_Kong_protests,Umbrella_Movement,0.19479645916435787
464,Glory_to_Hong_Kong,Umbrella_Movement,0.19251300735528795
512,Hong_Kong,Hong_Kong_Way,0.19232678229555844
722,"One_country,_two_systems",Siege_of_the_Hong_Kong_Polytechnic_University,0.19191315297982223
442,Glory_to_Hong_Kong,HKmap.live,0.19151935358064887
716,Murder_of_Poon_Hiu-wing,Siege_of_the_Hong_Kong_Polytechnic_University,0.19139915787985795
694,List_of_October_2019_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.191355602251391
101,2019_Hong_Kong_local_elections,List_of_protests_in_Hong_Kong,0.19012465358718372
309,Chinese_University_of_Hong_Kong_conflict,Demosistō,0.18894962799176623
646,List_of_December_2019_Hong_Kong_protests,Siege_of_the_Hong_Kong_Polytechnic_University,0.188287294318586
120,2019_Prince_Edward_station_attack,Demosistō,0.18776881977014764
729,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.18770064919020793
12,12_June_2019_Hong_Kong_protest,Demosistō,0.18721961679657254
236,Art_of_the_2019–20_Hong_Kong_protests,List_of_September_2019_Hong_Kong_protests,0.18699513288482789
714,Murder_of_Poon_Hiu-wing,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,0.18682805452180007
280,Causes_of_the_2019–20_Hong_Kong_protests,Demosistō,0.1846152467649469
124,2019_Prince_Edward_station_attack,Hong_Kong,0.1839406032588774
618,Lennon_Wall_(Hong_Kong),Storming_of_the_Legislative_Council_Complex,0.18390198773014566
532,Hong_Kong_1_July_marches,Hong_Kong_Way,0.18343632138935062
644,List_of_December_2019_Hong_Kong_protests,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,0.1822471774480945
105,2019_Hong_Kong_local_elections,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,0.18186613545692498
437,Demosistō,Siege_of_the_Hong_Kong_Polytechnic_University,0.18113749056540565
91,2019_Hong_Kong_local_elections,Hong_Kong_Human_Rights_and_Democracy_Act,0.17998901953837007
675,List_of_November_2019_Hong_Kong_protests,List_of_October_2019_Hong_Kong_protests,0.1783820344335156
52,2019_Hong_Kong_extradition_bill,HKmap.live,0.17787423464757038
429,Demosistō,List_of_November_2019_Hong_Kong_protests,0.1769192170971761
97,2019_Hong_Kong_local_elections,List_of_July_2019_Hong_Kong_protests,0.17640445641811536
673,List_of_March–June_2019_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.17583571310015028
390,Death_of_Chow_Tsz-lok,Demosistō,0.17348106942392938
540,Hong_Kong_1_July_marches,List_of_October_2019_Hong_Kong_protests,0.17238369411061694
715,Murder_of_Poon_Hiu-wing,Reactions_to_the_2019–20_Hong_Kong_protests,0.17180445566452648
264,Carrie_Lam,List_of_November_2019_Hong_Kong_protests,0.1717552310748879
287,Causes_of_the_2019–20_Hong_Kong_protests,Hong_Kong_Way,0.17172331116931933
503,HKmap.live,"One_country,_two_systems",0.17088593230430255
645,List_of_December_2019_Hong_Kong_protests,Reactions_to_the_2019–20_Hong_Kong_protests,0.17043589480364266
106,2019_Hong_Kong_local_elections,Reactions_to_the_2019–20_Hong_Kong_protests,0.1685010091607467
79,2019_Hong_Kong_local_elections,Carrie_Lam,0.1683938446356511
47,2019_Hong_Kong_extradition_bill,Death_of_Chan_Yin-lam,0.16780710028104429
548,Hong_Kong_1_July_marches,Storming_of_the_Legislative_Council_Complex,0.166532633251775
430,Demosistō,List_of_October_2019_Hong_Kong_protests,0.16650860331941114
125,2019_Prince_Edward_station_attack,Hong_Kong_1_July_marches,0.16643814487220235
22,12_June_2019_Hong_Kong_protest,List_of_August_2019_Hong_Kong_protests,0.16463516412838247
511,Hong_Kong,Hong_Kong_Human_Rights_and_Democracy_Act,0.16438471042588454
553,Hong_Kong_Human_Rights_and_Democracy_Act,Lennon_Wall_(Hong_Kong),0.163858411929113
348,Civil_Human_Rights_Front,List_of_December_2019_Hong_Kong_protests,0.16354099141064518
491,HKmap.live,Hong_Kong_Way,0.16305054592668625
137,2019_Prince_Edward_station_attack,List_of_September_2019_Hong_Kong_protests,0.16215281410267116
685,List_of_November_2019_Hong_Kong_protests,Umbrella_Movement,0.1612767092421497
6,12_June_2019_Hong_Kong_protest,Carrie_Lam,0.16075675675299933
37,12_June_2019_Hong_Kong_protest,Umbrella_Movement,0.1595318110577949
400,Death_of_Chow_Tsz-lok,List_of_August_2019_Hong_Kong_protests,0.15917638332628387
75,2019_Hong_Kong_local_elections,2019_Prince_Edward_station_attack,0.15903070771948044
542,Hong_Kong_1_July_marches,List_of_September_2019_Hong_Kong_protests,0.15789517959657498
522,Hong_Kong,List_of_September_2019_Hong_Kong_protests,0.15624098481693938
383,Death_of_Chan_Yin-lam,"One_country,_two_systems",0.153611704381823
355,Civil_Human_Rights_Front,Murder_of_Poon_Hiu-wing,0.15350754971261718
415,Death_of_Chow_Tsz-lok,Umbrella_Movement,0.15297770225910365
528,Hong_Kong,Storming_of_the_Legislative_Council_Complex,0.1525421700047805
334,Chinese_University_of_Hong_Kong_conflict,Umbrella_Movement,0.1515903187937352
319,Chinese_University_of_Hong_Kong_conflict,List_of_August_2019_Hong_Kong_protests,0.15125971809919778
531,Hong_Kong_1_July_marches,Hong_Kong_Human_Rights_and_Democracy_Act,0.15003966117577702
138,2019_Prince_Edward_station_attack,Murder_of_Poon_Hiu-wing,0.14935578046808576
249,Carrie_Lam,Death_of_Chow_Tsz-lok,0.14920050840862717
246,Carrie_Lam,Chinese_University_of_Hong_Kong_conflict,0.1481204452272774
82,2019_Hong_Kong_local_elections,Civil_Human_Rights_Front,0.14781872578108027
494,HKmap.live,List_of_August_2019_Hong_Kong_protests,0.14757665772217973
697,List_of_protests_in_Hong_Kong,Murder_of_Poon_Hiu-wing,0.14677956060054945
131,2019_Prince_Edward_station_attack,List_of_December_2019_Hong_Kong_protests,0.14672365517461475
289,Causes_of_the_2019–20_Hong_Kong_protests,Lennon_Wall_(Hong_Kong),0.14545784207097087
733,Reactions_to_the_2019–20_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.14469585319552353
737,Siege_of_the_Hong_Kong_Polytechnic_University,Umbrella_Movement,0.1437686561017558
562,Hong_Kong_Human_Rights_and_Democracy_Act,Murder_of_Poon_Hiu-wing,0.14330910155952617
284,Causes_of_the_2019–20_Hong_Kong_protests,Hong_Kong,0.14319002880716042
364,Death_of_Chan_Yin-lam,Demosistō,0.14316495522245581
710,List_of_September_2019_Hong_Kong_protests,Storming_of_the_Legislative_Council_Complex,0.1395951692731953
640,List_of_December_2019_Hong_Kong_protests,List_of_protests_in_Hong_Kong,0.13889371116835678
272,Carrie_Lam,Siege_of_the_Hong_Kong_Polytechnic_University,0.13796310606431114
285,Causes_of_the_2019–20_Hong_Kong_protests,Hong_Kong_1_July_marches,0.13712048533634857
555,Hong_Kong_Human_Rights_and_Democracy_Act,List_of_December_2019_Hong_Kong_protests,0.13633270727797897
251,Carrie_Lam,Glory_to_Hong_Kong,0.13542526506328662
80,2019_Hong_Kong_local_elections,Causes_of_the_2019–20_Hong_Kong_protests,0.13531837204972277
93,2019_Hong_Kong_local_elections,Hong_Kong–Mainland_China_conflict,0.13407129091938
374,Death_of_Chan_Yin-lam,List_of_August_2019_Hong_Kong_protests,0.13228846928682622
297,Causes_of_the_2019–20_Hong_Kong_protests,List_of_September_2019_Hong_Kong_protests,0.1320302475357136
632,List_of_August_2019_Hong_Kong_protests,Siege_of_the_Hong_Kong_Polytechnic_University,0.13115486706457707
444,Glory_to_Hong_Kong,Hong_Kong_1_July_marches,0.13112080677867535
463,Glory_to_Hong_Kong,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.1298102958672434
678,List_of_November_2019_Hong_Kong_protests,Murder_of_Poon_Hiu-wing,0.1279186748918405
655,List_of_July_2019_Hong_Kong_protests,Murder_of_Poon_Hiu-wing,0.1257912593318957
636,List_of_December_2019_Hong_Kong_protests,List_of_July_2019_Hong_Kong_protests,0.12558976190464322
638,List_of_December_2019_Hong_Kong_protests,List_of_November_2019_Hong_Kong_protests,0.1251620288555101
609,Lennon_Wall_(Hong_Kong),List_of_November_2019_Hong_Kong_protests,0.12057716788925507
389,Death_of_Chan_Yin-lam,Umbrella_Movement,0.11982202917550039
703,List_of_protests_in_Hong_Kong,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.11981148817515877
104,2019_Hong_Kong_local_elections,"One_country,_two_systems",0.11874293275866282
509,HKmap.live,Umbrella_Movement,0.11788360718773387
576,Hong_Kong_Way,List_of_November_2019_Hong_Kong_protests,0.11775615027646806
539,Hong_Kong_1_July_marches,List_of_November_2019_Hong_Kong_protests,0.1172415527239419
248,Carrie_Lam,Death_of_Chan_Yin-lam,0.1169168029101308
86,2019_Hong_Kong_local_elections,Glory_to_Hong_Kong,0.11682904250348083
304,Causes_of_the_2019–20_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.11493954660092837
603,Hong_Kong–Mainland_China_conflict,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.11121573783702857
318,Chinese_University_of_Hong_Kong_conflict,Lennon_Wall_(Hong_Kong),0.11113218395788652
27,12_June_2019_Hong_Kong_protest,List_of_October_2019_Hong_Kong_protests,0.1105562877292622
17,12_June_2019_Hong_Kong_protest,Hong_Kong_1_July_marches,0.10970429797848376
21,12_June_2019_Hong_Kong_protest,Lennon_Wall_(Hong_Kong),0.10871464714446442
89,2019_Hong_Kong_local_elections,Hong_Kong,0.10864043180372006
405,Death_of_Chow_Tsz-lok,List_of_October_2019_Hong_Kong_protests,0.10631737604187205
399,Death_of_Chow_Tsz-lok,Lennon_Wall_(Hong_Kong),0.10596582676646187
586,Hong_Kong_Way,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.10552463456821473
395,Death_of_Chow_Tsz-lok,Hong_Kong_1_July_marches,0.10539785123209039
77,2019_Hong_Kong_local_elections,2019–20_Hong_Kong_protests,0.10499315432314775
324,Chinese_University_of_Hong_Kong_conflict,List_of_October_2019_Hong_Kong_protests,0.10471528982799802
443,Glory_to_Hong_Kong,Hong_Kong,0.10369710312346221
527,Hong_Kong,Siege_of_the_Hong_Kong_Polytechnic_University,0.10340889526605458
16,12_June_2019_Hong_Kong_protest,Hong_Kong,0.10336665230948845
314,Chinese_University_of_Hong_Kong_conflict,Hong_Kong_1_July_marches,0.10246157665801492
211,2019–20_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.10074858335066128
