,pageid,ns,title
0,45472131,0,The Hong Kong-Mainland conflict
1,45472191,0,Anti-Mainlander sentiments in Hong Kong
2,45472211,0,Anti-Mainland Chinese sentiment in Hong Kong
3,47089587,0,Hong Kong-Mainland conflict
4,52977114,0,Hong Kong–Mainland conflict
5,52977903,0,Hong Kong-Mainland China conflict
6,59409536,0,Hong Kong Mainland China conflict
7,60735317,0,Hong Kong–Mainland China relations
