,revid,parentid,user,userid,timestamp,size
0,902350091,0,Underwaterbuffalo,6833051,2019-06-18T06:36:19Z,8
1,923236818,902350091,Feminist,25530780,2019-10-27T07:40:31Z,36
2,923236863,923236818,Feminist,25530780,2019-10-27T07:41:14Z,347
3,924717894,923236863,Paine Ellsworth,9092818,2019-11-05T14:40:55Z,4290
4,924717976,924717894,Paine Ellsworth,9092818,2019-11-05T14:41:46Z,4290
