,revid,parentid,user,userid,timestamp,size
0,926728604,0,Lopifalko,11116033,2019-11-18T09:44:19Z,46
1,926731687,926728604,Mariogoods,34143604,2019-11-18T10:20:37Z,129
2,926731850,926731687,Mariogoods,34143604,2019-11-18T10:22:41Z,235
3,927046902,926731850,Lmmnhn,4599174,2019-11-20T00:51:18Z,235
4,927066523,927046902,Neo-Jay,561624,2019-11-20T03:32:20Z,235
5,927081866,927066523,Dibbydib,37318289,2019-11-20T06:13:24Z,257
6,929922556,927081866,Robertsky,1990013,2019-12-09T03:09:04Z,320
