,revid,parentid,user,userid,timestamp,size,page_id
0,928868976,0,Feminist,25530780,2019-12-02T04:32:08Z,54,62480739
1,929921183,928868976,Robertsky,1990013,2019-12-09T02:56:38Z,53,62480739
2,929921372,929921183,Robertsky,1990013,2019-12-09T02:58:37Z,264,62480739
