,revid,parentid,user,userid,timestamp,size
0,925964593,0,Underwaterbuffalo,6833051,2019-11-13T12:12:51Z,8
1,925983194,925964593,Feminist,25530780,2019-11-13T15:12:33Z,8
2,925983689,925983194,Feminist,25530780,2019-11-13T15:16:29Z,8
3,926262996,925983689,Mariogoods,34143604,2019-11-15T06:01:34Z,20
4,926263172,926262996,Mariogoods,34143604,2019-11-15T06:02:58Z,98
5,929922489,926263172,Robertsky,1990013,2019-12-09T03:08:27Z,183
