,revid,parentid,user,userid,timestamp,size,page_id
0,920399410,0,Underwaterbuffalo,6833051,2019-10-09T15:04:39Z,8,62016493
1,920664471,920399410,Mariogoods,34143604,2019-10-11T03:40:27Z,20,62016493
2,921194424,920664471,Ravenpuff,22132037,2019-10-14T13:16:43Z,20,62016493
3,926679730,921194424,Mariogoods,34143604,2019-11-18T00:41:11Z,57,62016493
4,926679841,926679730,Mariogoods,34143604,2019-11-18T00:42:05Z,151,62016493
