,revid,parentid,user,userid,timestamp,size,page_id
0,928950458,0,Underbar dk,677153,2019-12-02T18:28:13Z,33,62484683
1,929507683,928950458,Chongkian,8766034,2019-12-06T07:37:29Z,172,62484683
