,revid,parentid,user,anon,userid,timestamp,size
0,901782582,826796790,194.207.146.167,True,0,2019-06-14T07:33:34Z,3221
1,901782676,901782582,194.207.146.167,True,0,2019-06-14T07:34:47Z,3237
2,901782766,901782676,194.207.146.167,True,0,2019-06-14T07:36:10Z,3251
3,901783387,901782766,194.207.146.167,True,0,2019-06-14T07:45:29Z,3300
4,910224964,901783387,218.103.190.73,True,0,2019-08-10T15:18:43Z,3330
5,912627153,910224964,80.111.165.52,True,0,2019-08-26T21:18:15Z,3357
6,913387831,912627153,Amigao,,11099276,2019-08-31T19:48:51Z,3768
7,914414497,913387831,Underwaterbuffalo,,6833051,2019-09-07T10:36:57Z,3817
8,914938813,914414497,79.64.220.158,True,0,2019-09-10T07:43:08Z,3836
9,914941882,914938813,OliWatson,,36294887,2019-09-10T08:14:48Z,3982
10,914942197,914941882,OliWatson,,36294887,2019-09-10T08:16:10Z,3986
11,914981357,914942197,Yutsi,,9944834,2019-09-10T14:26:26Z,3989
12,914981514,914981357,Yutsi,,9944834,2019-09-10T14:27:26Z,3987
13,915074153,914981514,144.92.38.231,True,0,2019-09-11T02:19:21Z,3993
14,915127042,915074153,80.111.44.144,True,0,2019-09-11T11:05:15Z,3982
15,915127251,915127042,80.111.44.144,True,0,2019-09-11T11:06:58Z,4011
16,915240665,915127251,Amigao,,11099276,2019-09-12T01:18:38Z,4044
17,915350496,915240665,Underwaterbuffalo,,6833051,2019-09-12T18:34:43Z,4043
18,915576639,915350496,Flaughtin,,36884324,2019-09-14T02:58:46Z,4027
19,915625101,915576639,80.111.44.144,True,0,2019-09-14T10:34:36Z,4016
20,915741914,915625101,Mariogoods,,34143604,2019-09-15T02:14:57Z,4110
21,915741955,915741914,Mariogoods,,34143604,2019-09-15T02:15:25Z,4103
22,915744111,915741955,AnomieBOT,,7611264,2019-09-15T02:36:06Z,4123
23,915979433,915744111,Mariogoods,,34143604,2019-09-16T09:22:52Z,6641
24,915979620,915979433,Mariogoods,,34143604,2019-09-16T09:24:37Z,6677
25,915979674,915979620,Mariogoods,,34143604,2019-09-16T09:25:05Z,6678
26,915980464,915979674,Mariogoods,,34143604,2019-09-16T09:32:19Z,6560
27,915980663,915980464,Mariogoods,,34143604,2019-09-16T09:34:06Z,6534
28,915980750,915980663,Mariogoods,,34143604,2019-09-16T09:34:45Z,6582
29,916382697,915980750,199.212.66.226,True,0,2019-09-18T16:42:49Z,6468
30,917852127,916382697,WikiCleanerBot,,18872885,2019-09-25T19:59:08Z,6467
31,918084903,917852127,119.247.15.195,True,0,2019-09-26T23:28:17Z,6596
32,918123506,918084903,Flaughtin,,36884324,2019-09-27T04:10:20Z,5486
33,918130702,918123506,Flaughtin,,36884324,2019-09-27T05:19:54Z,8541
34,918138605,918130702,Flaughtin,,36884324,2019-09-27T06:35:14Z,10691
35,918153523,918138605,Flaughtin,,36884324,2019-09-27T08:34:26Z,14552
36,918153675,918153523,Flaughtin,,36884324,2019-09-27T08:35:41Z,14541
37,918165461,918153675,Flaughtin,,36884324,2019-09-27T10:01:46Z,14707
38,918359473,918165461,Mariogoods,,34143604,2019-09-28T08:24:32Z,15171
39,918359602,918359473,Mariogoods,,34143604,2019-09-28T08:25:52Z,15167
40,918359681,918359602,Mariogoods,,34143604,2019-09-28T08:26:27Z,15171
41,918361694,918359681,Mariogoods,,34143604,2019-09-28T08:43:57Z,15171
42,918361735,918361694,Mariogoods,,34143604,2019-09-28T08:44:20Z,15175
43,918362141,918361735,Mariogoods,,34143604,2019-09-28T08:47:51Z,15181
44,918362232,918362141,Mariogoods,,34143604,2019-09-28T08:48:36Z,15192
45,918362385,918362232,Mariogoods,,34143604,2019-09-28T08:49:48Z,15158
46,918386512,918362385,Arjayay,,5718152,2019-09-28T12:00:51Z,15158
47,918448998,918386512,Diannaa,,10728040,2019-09-28T18:32:08Z,15091
48,918740307,918448998,Mariogoods,,34143604,2019-09-30T03:17:49Z,15092
49,918740349,918740307,Mariogoods,,34143604,2019-09-30T03:18:11Z,15096
50,918740418,918740349,Mariogoods,,34143604,2019-09-30T03:18:40Z,15100
51,918791444,918740418,Flaughtin,,36884324,2019-09-30T09:49:04Z,15639
52,918818578,918791444,Mariogoods,,34143604,2019-09-30T12:44:57Z,15650
53,919842441,918818578,Amigao,,11099276,2019-10-06T04:33:04Z,15660
54,921217451,919842441,Epicgenius,,17859592,2019-10-14T16:01:00Z,15890
55,921217588,921217451,Epicgenius,,17859592,2019-10-14T16:02:05Z,15908
56,921217867,921217588,Epicgenius,,17859592,2019-10-14T16:03:54Z,15906
57,921384653,921217867,Mariogoods,,34143604,2019-10-15T13:11:18Z,15914
58,921489911,921384653,1.152.109.120,True,0,2019-10-16T01:11:50Z,15957
59,921490726,921489911,2001:8004:1242:A481:9063:48BC:74B3:F598,True,0,2019-10-16T01:18:17Z,15914
60,921494119,921490726,Amigao,,11099276,2019-10-16T01:43:10Z,16296
61,921498405,921494119,TheTechnician27,,30584747,2019-10-16T02:12:47Z,16700
62,921500036,921498405,TheTechnician27,,30584747,2019-10-16T02:23:16Z,17847
63,921500707,921500036,TheTechnician27,,30584747,2019-10-16T02:28:39Z,18121
64,921502220,921500707,TheTechnician27,,30584747,2019-10-16T02:43:06Z,18928
65,921503202,921502220,TheTechnician27,,30584747,2019-10-16T02:52:15Z,19702
66,921503308,921503202,TheTechnician27,,30584747,2019-10-16T02:53:07Z,19767
67,921503662,921503308,TheTechnician27,,30584747,2019-10-16T02:56:12Z,19862
68,921634057,921503662,Mariogoods,,34143604,2019-10-16T22:03:34Z,19078
69,921664997,921634057,Kobentori,,36540390,2019-10-17T02:46:26Z,19113
70,921744554,921664997,Flaughtin,,36884324,2019-10-17T16:45:34Z,19897
71,921744617,921744554,Flaughtin,,36884324,2019-10-17T16:46:12Z,19926
72,921859846,921744617,74.12.9.114,True,0,2019-10-18T11:06:15Z,22413
73,921860116,921859846,74.12.9.114,True,0,2019-10-18T11:08:22Z,22560
74,921870964,921860116,Javert2113,,11844353,2019-10-18T12:50:51Z,22819
75,921871048,921870964,Javert2113,,11844353,2019-10-18T12:51:42Z,22823
76,921871200,921871048,Javert2113,,11844353,2019-10-18T12:53:14Z,22882
77,921939439,921871200,TheTechnician27,,30584747,2019-10-18T21:30:34Z,22995
78,921939645,921939439,TheTechnician27,,30584747,2019-10-18T21:32:01Z,23001
79,921940082,921939645,TheTechnician27,,30584747,2019-10-18T21:34:54Z,23011
80,921954657,921940082,Javert2113,,11844353,2019-10-18T23:37:32Z,23011
81,921964125,921954657,Mariogoods,,34143604,2019-10-19T00:48:56Z,22689
82,922021188,921964125,Flaughtin,,36884324,2019-10-19T11:37:20Z,23473
83,922021430,922021188,Flaughtin,,36884324,2019-10-19T11:40:39Z,23328
84,922022504,922021430,Flaughtin,,36884324,2019-10-19T11:53:27Z,23840
85,922070811,922022504,Keith D,,2278355,2019-10-19T19:21:21Z,23846
86,922579623,922070811,98.221.223.155,True,0,2019-10-23T00:41:11Z,23855
87,922928473,922579623,31.209.35.245,True,0,2019-10-25T06:12:34Z,24108
88,922928540,922928473,Train of Knowledge,,37521541,2019-10-25T06:13:38Z,23855
89,924845416,922928540,Mariogoods,,34143604,2019-11-06T08:37:28Z,23605
90,924979183,924845416,SpinnerLaserz,,36768064,2019-11-07T02:19:00Z,23990
91,926275690,924979183,Flaughtin,,36884324,2019-11-15T08:28:17Z,24240
92,926277061,926275690,Flaughtin,,36884324,2019-11-15T08:45:15Z,23855
93,926289546,926277061,MarkH21,,27158663,2019-11-15T11:00:06Z,24521
94,926289640,926289546,MarkH21,,27158663,2019-11-15T11:01:06Z,24699
95,926289907,926289640,MarkH21,,27158663,2019-11-15T11:03:54Z,24699
96,926439212,926289907,37.182.56.46,True,0,2019-11-16T11:21:29Z,24713
97,926490355,926439212,Amigao,,11099276,2019-11-16T19:18:21Z,24750
98,926707636,926490355,Mariogoods,,34143604,2019-11-18T05:16:25Z,24758
99,927035375,926707636,Jean-Marie.be,,21131199,2019-11-19T23:23:16Z,24849
100,927035787,927035375,Javert2113,,11844353,2019-11-19T23:26:26Z,25237
101,927036107,927035787,Javert2113,,11844353,2019-11-19T23:28:34Z,25134
102,927037046,927036107,Javert2113,,11844353,2019-11-19T23:35:35Z,25472
103,927038031,927037046,Javert2113,,11844353,2019-11-19T23:42:35Z,25792
104,927045133,927038031,Daviddwd,,14327137,2019-11-20T00:36:11Z,25836
105,927046069,927045133,67.166.146.137,True,0,2019-11-20T00:44:17Z,25833
106,927057980,927046069,24.147.245.90,True,0,2019-11-20T02:17:25Z,25825
107,927068794,927057980,Javert2113,,11844353,2019-11-20T03:54:40Z,25786
108,927073261,927068794,TK421bsod,,37874818,2019-11-20T04:37:22Z,25832
109,927073377,927073261,TK421bsod,,37874818,2019-11-20T04:38:27Z,25786
110,927074997,927073377,Robertsky,,1990013,2019-11-20T04:54:55Z,29965
111,927090041,927074997,MarkH21,,27158663,2019-11-20T07:41:04Z,30538
112,927090361,927090041,MarkH21,,27158663,2019-11-20T07:44:26Z,30647
113,927090581,927090361,Daviddwd,,14327137,2019-11-20T07:46:54Z,30964
114,927090711,927090581,MarkH21,,27158663,2019-11-20T07:48:05Z,30955
115,927091258,927090711,Daviddwd,,14327137,2019-11-20T07:54:19Z,31045
116,927142134,927091258,MarkH21,,27158663,2019-11-20T16:37:01Z,31036
117,927144075,927142134,Javert2113,,11844353,2019-11-20T16:52:18Z,31030
118,927184532,927144075,X1\,,31634280,2019-11-20T22:10:32Z,31037
119,927191163,927184532,Oaklandish88,,37881640,2019-11-20T23:02:01Z,31171
120,927195109,927191163,Javert2113,,11844353,2019-11-20T23:32:58Z,31422
121,927195488,927195109,Javert2113,,11844353,2019-11-20T23:36:02Z,31642
122,927195973,927195488,Javert2113,,11844353,2019-11-20T23:39:23Z,31728
123,927196310,927195973,Javert2113,,11844353,2019-11-20T23:41:35Z,32064
124,927196639,927196310,163.22.55.124,True,0,2019-11-20T23:43:50Z,32281
125,927196971,927196639,Javert2113,,11844353,2019-11-20T23:46:17Z,32336
126,927197100,927196971,Javert2113,,11844353,2019-11-20T23:46:59Z,32337
127,927199902,927197100,Michael Lee Baker,,19769560,2019-11-21T00:05:08Z,32984
128,927200163,927199902,Michael Lee Baker,,19769560,2019-11-21T00:07:02Z,32984
129,927210214,927200163,218.102.0.90,True,0,2019-11-21T01:23:13Z,32649
130,927212968,927210214,218.102.0.90,True,0,2019-11-21T01:44:54Z,32695
131,927244619,927212968,124.49.87.16,True,0,2019-11-21T05:56:32Z,32740
132,927245148,927244619,124.49.87.16,True,0,2019-11-21T06:01:13Z,32778
133,927247698,927245148,Daviddwd,,14327137,2019-11-21T06:30:51Z,32787
134,927280459,927247698,Javert2113,,11844353,2019-11-21T13:15:54Z,32909
135,927280487,927280459,Javert2113,,11844353,2019-11-21T13:16:11Z,32919
136,927281799,927280487,193.54.67.94,True,0,2019-11-21T13:30:56Z,33828
137,927282027,927281799,Javert2113,,11844353,2019-11-21T13:33:02Z,34233
138,927284042,927282027,193.54.67.95,True,0,2019-11-21T13:50:39Z,34812
139,927284485,927284042,193.54.67.95,True,0,2019-11-21T13:54:27Z,34809
140,927286297,927284485,205.145.159.58,True,0,2019-11-21T14:12:52Z,34808
141,927439561,927286297,Robertsky,,1990013,2019-11-22T14:48:47Z,36068
142,927472500,927439561,Neutrality,,68411,2019-11-22T18:36:31Z,36356
143,927472675,927472500,Neutrality,,68411,2019-11-22T18:37:39Z,36327
144,927473356,927472675,Neutrality,,68411,2019-11-22T18:41:44Z,36525
145,927473673,927473356,Neutrality,,68411,2019-11-22T18:43:36Z,36481
146,927474152,927473673,Neutrality,,68411,2019-11-22T18:46:16Z,36511
147,927478149,927474152,Neutrality,,68411,2019-11-22T19:11:14Z,38431
148,927478385,927478149,Neutrality,,68411,2019-11-22T19:13:13Z,38434
149,927520791,927478385,Neutrality,,68411,2019-11-23T00:14:25Z,38751
150,927521022,927520791,Neutrality,,68411,2019-11-23T00:16:32Z,38761
151,927521723,927521022,Neutrality,,68411,2019-11-23T00:22:32Z,39310
152,927522146,927521723,Neutrality,,68411,2019-11-23T00:25:59Z,39589
153,927523340,927522146,TK421bsod,,37874818,2019-11-23T00:35:48Z,39591
154,927526213,927523340,Neutrality,,68411,2019-11-23T01:01:51Z,39585
155,927603022,927526213,PoetVeches,,31755270,2019-11-23T15:42:31Z,39670
156,927603820,927603022,PoetVeches,,31755270,2019-11-23T15:49:44Z,39670
157,927652781,927603820,Rodw,,125972,2019-11-23T22:14:58Z,39682
