,revid,parentid,user,anon,userid,timestamp,size
0,907800625,783468980,71.235.184.247,True,0,2019-07-25T11:12:38Z,601
1,912836514,907800625,Tenbeens,,20590254,2019-08-28T05:32:17Z,601
2,912838224,912836514,Citobun,,19212093,2019-08-28T05:48:51Z,601
3,912838468,912838224,Citobun,,19212093,2019-08-28T05:51:26Z,623
4,914652327,912838468,65.60.163.223,True,0,2019-09-08T16:38:46Z,820
5,929923018,914652327,Robertsky,,1990013,2019-12-09T03:12:43Z,817
