,pageid,ns,title
0,61740833,0,Hong Kong Human Rights and Democracy Act of 2019
1,62075832,0,Human Rights and Democracy Act
2,62450088,0,HKHRDA
3,62502608,0,A bill to prohibit the commercial export of covered munitions items to the Hong Kong Police Force
