,revid,parentid,user,userid,timestamp,size,anon,userhidden
70,901744171,901743938,KFK2019,36736311.0,2019-06-14T00:16:02Z,63177,,
71,901744290,901744171,KFK2019,36736311.0,2019-06-14T00:17:30Z,63182,,
72,901744532,901744290,KFK2019,36736311.0,2019-06-14T00:19:59Z,63128,,
73,901744707,901744532,MJL,29291527.0,2019-06-14T00:21:51Z,62312,,
74,901776231,901744707,Lmmnhn,4599174.0,2019-06-14T06:02:18Z,63135,,
75,901782167,901776231,Lmmnhn,4599174.0,2019-06-14T07:27:59Z,63135,,
76,901784578,901782167,HansJohan808,36549330.0,2019-06-14T08:00:48Z,63294,,
77,901785901,901784578,Lmmnhn,4599174.0,2019-06-14T08:15:05Z,63606,,
78,901801675,901785901,Xxhumansquidxx,32301716.0,2019-06-14T11:12:14Z,63601,,
79,901801993,901801675,Xxhumansquidxx,32301716.0,2019-06-14T11:14:40Z,63664,,
80,901806794,901801993,154.45.40.82,0.0,2019-06-14T11:53:21Z,63658,True,
81,901807049,901806794,154.45.40.82,0.0,2019-06-14T11:55:28Z,63654,True,
82,901809203,901807049,Skaijie,28208200.0,2019-06-14T12:15:24Z,63607,,
83,901820236,901809203,Meeepmep,30276420.0,2019-06-14T13:49:11Z,63774,,
84,901820643,901820236,Meeepmep,30276420.0,2019-06-14T13:52:52Z,63782,,
85,901821010,901820643,Meeepmep,30276420.0,2019-06-14T13:56:27Z,63933,,
86,901821128,901821010,Meeepmep,30276420.0,2019-06-14T13:57:38Z,63996,,
87,901822340,901821128,Meeepmep,30276420.0,2019-06-14T14:08:34Z,64008,,
88,901822635,901822340,Meeepmep,30276420.0,2019-06-14T14:11:13Z,64011,,
89,901825078,901822635,Meeepmep,30276420.0,2019-06-14T14:32:12Z,63998,,
90,901825521,901825078,Meeepmep,30276420.0,2019-06-14T14:35:48Z,63987,,
91,901826063,901825521,Meeepmep,30276420.0,2019-06-14T14:40:00Z,63892,,
92,901827993,901826063,Meeepmep,30276420.0,2019-06-14T14:54:09Z,63894,,
93,901829128,901827993,Meeepmep,30276420.0,2019-06-14T15:02:27Z,63948,,
94,901836469,901829128,218.252.46.29,0.0,2019-06-14T15:54:22Z,63939,True,
95,901856758,901836469,Lmmnhn,4599174.0,2019-06-14T18:53:46Z,63864,,
96,901856996,901856758,Lmmnhn,4599174.0,2019-06-14T18:55:58Z,63871,,
97,901857484,901856996,Lmmnhn,4599174.0,2019-06-14T19:00:51Z,64058,,
98,901857864,901857484,Lmmnhn,4599174.0,2019-06-14T19:04:07Z,64014,,
99,901858469,901857864,Lmmnhn,4599174.0,2019-06-14T19:09:37Z,64014,,
100,901858601,901858469,Lmmnhn,4599174.0,2019-06-14T19:10:52Z,64014,,
101,901859186,901858601,Lmmnhn,4599174.0,2019-06-14T19:16:18Z,64026,,
102,901930550,901859186,Lmmnhn,4599174.0,2019-06-15T08:32:01Z,64762,,
103,901936949,901930550,Lmmnhn,4599174.0,2019-06-15T09:49:39Z,65030,,
104,901949632,901936949,TomS TDotO,2489164.0,2019-06-15T12:10:02Z,65262,,
105,901953592,901949632,Meeepmep,30276420.0,2019-06-15T12:53:48Z,65263,,
106,901969848,901953592,39.12.170.23,0.0,2019-06-15T15:24:29Z,65276,True,
107,901969887,901969848,39.12.170.23,0.0,2019-06-15T15:24:51Z,65200,True,
108,901969924,901969887,39.12.170.23,0.0,2019-06-15T15:25:15Z,65222,True,
109,901970587,901969924,S0091,35056011.0,2019-06-15T15:31:55Z,65263,,
110,901974814,901970587,Mount2010,25679202.0,2019-06-15T16:13:30Z,65157,,
111,901997354,901974814,TomS TDotO,2489164.0,2019-06-15T19:41:25Z,65195,,
112,902035743,901997354,123.203.192.124,0.0,2019-06-16T02:30:09Z,65536,True,
113,902037673,902035743,2601:645:4100:BE86:25E5:3E96:463F:9658,0.0,2019-06-16T02:53:27Z,65534,True,
114,902037792,902037673,2601:645:4100:BE86:25E5:3E96:463F:9658,0.0,2019-06-16T02:55:09Z,65534,True,
115,902041097,902037792,70.71.188.130,0.0,2019-06-16T03:28:38Z,65535,True,
116,902041841,902041097,Jordanopia,30733947.0,2019-06-16T03:36:25Z,65536,,
117,902042095,902041841,17.234.99.60,0.0,2019-06-16T03:38:55Z,65535,True,
118,902042271,902042095,Sophiajoanne,25757840.0,2019-06-16T03:40:59Z,65536,,
119,902048163,902042271,182.239.119.204,0.0,2019-06-16T04:56:39Z,65616,True,
120,902048397,902048163,S0091,35056011.0,2019-06-16T04:59:08Z,65536,,
121,902063002,902048397,107.77.205.13,0.0,2019-06-16T08:25:38Z,65537,True,
122,902068097,902063002,2001:F90:48E0:77BC:6885:7EAD:268D:915A,0.0,2019-06-16T09:44:07Z,65537,True,
123,902068152,902068097,203.219.163.234,0.0,2019-06-16T09:45:04Z,65537,True,
124,902072040,902068152,TomS TDotO,2489164.0,2019-06-16T10:31:54Z,65540,,
125,902074228,902072040,LiliCharlie,14037616.0,2019-06-16T10:56:29Z,65563,,
126,902078863,902074228,Ckh3111,21887372.0,2019-06-16T11:48:43Z,65617,,
127,902085499,902078863,182.239.119.204,0.0,2019-06-16T12:58:36Z,65632,True,
128,902086019,902085499,182.239.119.204,0.0,2019-06-16T13:03:30Z,65810,True,
129,902087114,902086019,111.65.44.1,0.0,2019-06-16T13:14:02Z,65793,True,
130,902088141,902087114,Jordanopia,30733947.0,2019-06-16T13:23:09Z,65617,,
131,902092750,902088141,Malcolmxl5,4076676.0,2019-06-16T14:11:32Z,65617,,
132,902092757,902092750,Malcolmxl5,4076676.0,2019-06-16T14:11:34Z,65727,,
133,902167853,902092757,Therequiembellishere,1522828.0,2019-06-17T01:47:42Z,65404,,
134,902167995,902167853,Therequiembellishere,1522828.0,2019-06-17T01:49:20Z,65426,,
135,902168174,902167995,Therequiembellishere,1522828.0,2019-06-17T01:50:32Z,65431,,
136,902175928,902168174,Lmmnhn,4599174.0,2019-06-17T03:06:29Z,67968,,
137,902216335,902175928,Mndata,22190807.0,2019-06-17T11:04:24Z,67969,,
138,902216650,902216335,Mndata,22190807.0,2019-06-17T11:07:00Z,67972,,
139,902217833,902216650,Mndata,22190807.0,2019-06-17T11:17:50Z,67976,,
140,902218186,902217833,Mndata,22190807.0,2019-06-17T11:20:57Z,67984,,
141,902225381,902218186,Lmmnhn,4599174.0,2019-06-17T12:28:59Z,67975,,
142,902242965,902225381,TomS TDotO,2489164.0,2019-06-17T14:45:39Z,67995,,
143,902316323,902242965,Meeepmep,30276420.0,2019-06-18T00:32:42Z,68004,,
144,902357511,902316323,Thomas261989,32228041.0,2019-06-18T08:08:58Z,68021,,
145,902393953,902357511,Vycl1994,19014806.0,2019-06-18T14:34:32Z,68056,,
146,902394003,902393953,Vycl1994,19014806.0,2019-06-18T14:34:55Z,67989,,
147,902442707,902394003,Lmmnhn,4599174.0,2019-06-18T21:03:34Z,68008,,
148,902442774,902442707,Lmmnhn,4599174.0,2019-06-18T21:04:04Z,67981,,
149,902443057,902442774,Lmmnhn,4599174.0,2019-06-18T21:06:13Z,68070,,
150,902443420,902443057,Lmmnhn,4599174.0,2019-06-18T21:09:33Z,68060,,
151,902443772,902443420,Lmmnhn,4599174.0,2019-06-18T21:12:58Z,68092,,
152,902443985,902443772,Lmmnhn,4599174.0,2019-06-18T21:14:54Z,68034,,
153,902489578,902443985,Lmmnhn,4599174.0,2019-06-19T05:48:45Z,68034,,
154,902495195,902489578,Lmmnhn,4599174.0,2019-06-19T07:06:49Z,68025,,
155,902512067,902495195,Geographyinitiative,10813903.0,2019-06-19T10:23:23Z,68093,,
156,902529623,902512067,Lmmnhn,4599174.0,2019-06-19T13:15:41Z,68097,,
157,902529768,902529623,Lmmnhn,4599174.0,2019-06-19T13:16:53Z,68020,,
158,902530534,902529768,Lmmnhn,4599174.0,2019-06-19T13:23:16Z,68015,,
159,902544254,902530534,Tibet Nation,35090152.0,2019-06-19T15:12:55Z,68203,,
160,902544515,902544254,Tibet Nation,35090152.0,2019-06-19T15:14:56Z,68203,,
161,902684051,902544515,Anonymous from the 21st century,8430773.0,2019-06-20T14:38:42Z,68205,,
162,902730669,902684051,Geographyinitiative,10813903.0,2019-06-20T21:02:19Z,68274,,
163,902848824,902730669,Lmmnhn,4599174.0,2019-06-21T18:01:06Z,68086,,
164,902848959,902848824,Lmmnhn,4599174.0,2019-06-21T18:02:29Z,68017,,
165,902875782,902848959,Jordanopia,30733947.0,2019-06-21T22:15:34Z,68043,,
166,903146799,902875782,InternetArchiveBot,27015025.0,2019-06-23T21:58:09Z,68214,,
167,903202966,903146799,Hoising,2864272.0,2019-06-24T07:03:33Z,68224,,
168,903406741,903202966,Lmmnhn,4599174.0,2019-06-25T14:28:11Z,68967,,
169,903407311,903406741,Lmmnhn,4599174.0,2019-06-25T14:33:31Z,69184,,
170,903409493,903407311,Lmmnhn,4599174.0,2019-06-25T14:50:48Z,69219,,
171,903409567,903409493,Lmmnhn,4599174.0,2019-06-25T14:51:25Z,69221,,
172,903409653,903409567,Lmmnhn,4599174.0,2019-06-25T14:52:08Z,69221,,
173,903409909,903409653,Lmmnhn,4599174.0,2019-06-25T14:53:52Z,69257,,
174,903536683,903409909,Lmmnhn,4599174.0,2019-06-26T07:42:38Z,69361,,
175,903799421,903536683,Tom.Reding,9784415.0,2019-06-28T01:45:14Z,68343,,
176,904061829,903799421,BrownHairedGirl,754619.0,2019-06-29T18:42:37Z,68339,,
177,904104638,904061829,Ewulp,998182.0,2019-06-30T01:02:41Z,68309,,
178,904391204,904104638,Bunnyson2,16300078.0,2019-07-01T21:11:41Z,68537,,
179,904518075,904391204,KolbertBot,31691822.0,2019-07-02T18:25:31Z,68311,,
180,904931064,904518075,Lmmnhn,4599174.0,2019-07-05T16:17:24Z,68335,,
181,904931222,904931064,Lmmnhn,4599174.0,2019-07-05T16:18:43Z,68110,,
182,904931396,904931222,Lmmnhn,4599174.0,2019-07-05T16:20:06Z,68150,,
183,905489713,904931396,GreenMeansGo,24271879.0,2019-07-09T12:53:51Z,68188,,
184,905489803,905489713,GreenMeansGo,24271879.0,2019-07-09T12:54:36Z,68166,,
185,906532107,905489803,Lmmnhn,4599174.0,2019-07-16T13:16:43Z,68191,,
186,907284189,906532107,14.0.169.27,0.0,2019-07-21T20:44:32Z,68685,True,
187,907285140,907284189,2601:285:302:A255:C101:6876:2795:4927,0.0,2019-07-21T20:50:43Z,68191,True,
188,907335998,907285140,101.78.149.82,0.0,2019-07-22T06:23:48Z,68193,True,
189,907458916,907335998,203.198.126.130,0.0,2019-07-23T01:46:18Z,68186,True,
190,907459047,907458916,203.198.126.130,0.0,2019-07-23T01:47:38Z,68193,True,
191,907496678,907459047,219.76.25.137,0.0,2019-07-23T09:30:39Z,68382,True,
192,907497850,907496678,219.76.25.137,0.0,2019-07-23T09:45:46Z,68488,True,
193,907524944,907497850,2600:387:6:902:0:0:0:4,0.0,2019-07-23T14:06:40Z,68497,True,
194,907525092,907524944,OXYLYPSE,36986459.0,2019-07-23T14:07:59Z,68488,,
195,907525507,907525092,2600:387:6:902:0:0:0:4,0.0,2019-07-23T14:11:31Z,68488,True,
196,907525562,907525507,2600:387:6:902:0:0:0:4,0.0,2019-07-23T14:11:56Z,68494,True,
197,907525656,907525562,2600:387:6:902:0:0:0:4,0.0,2019-07-23T14:12:46Z,68495,True,
198,907525754,907525656,CLCStudent,26398660.0,2019-07-23T14:13:34Z,68488,,
199,907562444,907525754,Matthew hk,727505.0,2019-07-23T18:54:12Z,68519,,
200,907562501,907562444,Matthew hk,727505.0,2019-07-23T18:54:44Z,68524,,
201,907990928,907562501,203.194.51.42,0.0,2019-07-26T17:06:23Z,68523,True,
202,908095265,907990928,Spinningspark,3727527.0,2019-07-27T11:42:41Z,68524,,
203,908643391,908095265,Jordanopia,30733947.0,2019-07-31T01:35:30Z,68524,,
204,908645730,908643391,Jordanopia,30733947.0,2019-07-31T01:58:18Z,68566,,
205,908646392,908645730,Jordanopia,30733947.0,2019-07-31T02:05:34Z,68526,,
206,908647138,908646392,Jordanopia,30733947.0,2019-07-31T02:13:28Z,68551,,
207,908710839,908647138,210.6.124.173,0.0,2019-07-31T13:27:16Z,67945,True,
208,908711060,908710839,Nick Moyes,11378440.0,2019-07-31T13:29:31Z,68551,,
209,908714909,908711060,Arjayay,5718152.0,2019-07-31T14:07:34Z,68547,,
210,909086240,908714909,,,2019-08-03T00:10:54Z,68673,,True
211,909086373,909086240,Meters,3632083.0,2019-08-03T00:12:27Z,68547,,
212,909086487,909086373,,,2019-08-03T00:13:38Z,68542,,True
213,909086512,909086487,Meters,3632083.0,2019-08-03T00:13:48Z,68547,,
214,909086643,909086512,,,2019-08-03T00:15:12Z,68558,,True
215,909086683,909086643,CLCStudent,26398660.0,2019-08-03T00:15:37Z,68547,,
216,909177368,909086683,123.202.211.131,0.0,2019-08-03T17:16:22Z,68594,True,
217,909178364,909177368,Serols,9929111.0,2019-08-03T17:24:46Z,68547,,
218,909385963,909178364,183.178.181.29,0.0,2019-08-05T02:22:07Z,68492,True,
219,909525109,909385963,Transgender Robot Fact0ry,37078657.0,2019-08-06T00:12:03Z,68488,,
220,909525279,909525109,Transgender Robot Fact0ry,37078657.0,2019-08-06T00:13:02Z,68539,,
221,909525344,909525279,Transgender Robot Fact0ry,37078657.0,2019-08-06T00:13:22Z,68539,,
222,909525931,909525344,Shellwood,2366721.0,2019-08-06T00:17:10Z,68492,,
223,909648998,909525931,N2e,1143897.0,2019-08-06T18:41:55Z,68585,,
224,909727291,909648998,NinjaOng,5971285.0,2019-08-07T06:42:48Z,69065,,
225,909799599,909727291,AnomieBOT,7611264.0,2019-08-07T17:51:58Z,69099,,
226,909868211,909799599,108.14.255.57,0.0,2019-08-08T04:02:26Z,69088,True,
227,909876112,909868211,Thereppy,21552999.0,2019-08-08T05:53:17Z,69099,,
228,910209715,909876112,119.237.30.156,0.0,2019-08-10T12:54:31Z,69099,True,
229,910298041,910209715,Kinghongtim,36097109.0,2019-08-11T02:28:18Z,69099,,
230,910337452,910298041,123.202.231.201,0.0,2019-08-11T11:03:43Z,69148,True,
231,910337573,910337452,123.202.231.201,0.0,2019-08-11T11:05:15Z,68670,True,
232,910337637,910337573,123.202.231.201,0.0,2019-08-11T11:06:00Z,68664,True,
233,910337709,910337637,123.202.231.201,0.0,2019-08-11T11:07:01Z,68658,True,
234,910337819,910337709,123.202.231.201,0.0,2019-08-11T11:08:25Z,68657,True,
235,910338161,910337819,123.202.231.201,0.0,2019-08-11T11:12:19Z,68638,True,
236,910340283,910338161,K6ka,11801436.0,2019-08-11T11:36:05Z,69099,,
237,910340352,910340283,K6ka,11801436.0,2019-08-11T11:36:52Z,69099,,
238,910340417,910340352,K6ka,11801436.0,2019-08-11T11:37:38Z,69099,,
239,910340423,910340417,K6ka,11801436.0,2019-08-11T11:37:39Z,69126,,
240,910588643,910340423,White whirlwind,8761551.0,2019-08-13T03:15:09Z,69226,,
241,910638423,910588643,Meeepmep,30276420.0,2019-08-13T12:44:30Z,69790,,
242,910641459,910638423,Mx. Granger,4871659.0,2019-08-13T13:16:11Z,69785,,
243,910696049,910641459,CaradhrasAiguo,24002831.0,2019-08-13T20:17:38Z,69786,,
244,910900353,910696049,Orenburg1,10248457.0,2019-08-15T07:49:03Z,69787,,
245,910908851,910900353,Ambitus,1338845.0,2019-08-15T09:31:18Z,69780,,
246,911154817,910908851,DelusionalThomaz515610,35993940.0,2019-08-16T21:47:30Z,69780,,
247,911637635,911154817,Dog Starkiller,33524348.0,2019-08-20T04:33:25Z,69776,,
248,911647370,911637635,Ambitus,1338845.0,2019-08-20T06:42:29Z,69772,,
249,911647526,911647370,Ambitus,1338845.0,2019-08-20T06:44:18Z,69773,,
250,912027751,911647526,White whirlwind,8761551.0,2019-08-22T19:31:32Z,69775,,
251,912167604,912027751,Muboshgu,602857.0,2019-08-23T17:57:46Z,69730,,
252,912167659,912167604,Muboshgu,602857.0,2019-08-23T17:58:10Z,69718,,
253,912377334,912167659,Tktru,8945644.0,2019-08-25T04:17:18Z,69746,,
254,912636886,912377334,Yeungkahchun,33023494.0,2019-08-26T22:33:58Z,69735,,
255,912803331,912636886,Yeungkahchun,33023494.0,2019-08-27T23:58:09Z,69724,,
256,912960720,912803331,Sirlanz,4714987.0,2019-08-29T00:22:04Z,69727,,
257,912961334,912960720,Sirlanz,4714987.0,2019-08-29T00:27:11Z,69369,,
258,912962542,912961334,Sirlanz,4714987.0,2019-08-29T00:37:54Z,69042,,
259,913134693,912962542,嘉傑,34373489.0,2019-08-30T03:30:09Z,69013,,
260,913444358,913134693,Yeungkahchun,33023494.0,2019-09-01T03:06:06Z,69025,,
261,913447141,913444358,Sirlanz,4714987.0,2019-09-01T03:34:27Z,69013,,
262,913504256,913447141,Frietjes,13791031.0,2019-09-01T13:49:37Z,68997,,
263,913821012,913504256,Starship.paint,14577710.0,2019-09-03T12:13:53Z,70129,,
264,913934076,913821012,Prisencolin,20834545.0,2019-09-04T03:37:20Z,70178,,
265,914296909,913934076,Randykitty,17843555.0,2019-09-06T12:58:01Z,70132,,
266,915414878,914296909,MNXANL,26145793.0,2019-09-13T03:55:27Z,70164,,
267,915520414,915414878,RL0919,327763.0,2019-09-13T19:04:29Z,70170,,
268,915886588,915520414,DelusionalThomaz515610,35993940.0,2019-09-15T20:38:29Z,70170,,
269,916810701,915886588,33ryantan,23810496.0,2019-09-20T19:13:10Z,70744,,
270,916811400,916810701,33ryantan,23810496.0,2019-09-20T19:17:14Z,71131,,
271,916888806,916811400,Hoising,2864272.0,2019-09-21T05:00:43Z,71117,,
272,916889280,916888806,Hoising,2864272.0,2019-09-21T05:05:11Z,71171,,
273,916890387,916889280,Hoising,2864272.0,2019-09-21T05:15:04Z,71216,,
274,917488646,916890387,Lmmnhn,4599174.0,2019-09-24T02:24:10Z,71982,,
275,917488783,917488646,Lmmnhn,4599174.0,2019-09-24T02:24:54Z,71984,,
276,917489342,917488783,Lmmnhn,4599174.0,2019-09-24T02:28:22Z,71764,,
277,919646534,917489342,Pageseditor,37151727.0,2019-10-04T21:30:41Z,72320,,
278,919651219,919646534,MarkH21,27158663.0,2019-10-04T22:13:43Z,71764,,
279,919696641,919651219,Pageseditor,37151727.0,2019-10-05T06:27:19Z,72320,,
280,919701230,919696641,El C,92203.0,2019-10-05T07:29:47Z,71764,,
281,919888100,919701230,Pageseditor,37151727.0,2019-10-06T12:36:42Z,72320,,
282,919926839,919888100,MarkH21,27158663.0,2019-10-06T17:54:51Z,71764,,
283,920719439,919926839,DumbBOT,1310918.0,2019-10-11T12:39:48Z,71737,,
284,921093834,920719439,50.39.160.135,0.0,2019-10-13T20:48:28Z,71814,True,
285,921093929,921093834,SharabSalam,34100996.0,2019-10-13T20:49:10Z,71737,,
286,921199060,921093929,Glades12,35126782.0,2019-10-14T13:52:35Z,71744,,
287,921361260,921199060,14.0.236.212,0.0,2019-10-15T09:56:09Z,71738,True,
288,921362456,921361260,Citobun,19212093.0,2019-10-15T10:05:43Z,71744,,
289,921369411,921362456,N2e,1143897.0,2019-10-15T11:10:08Z,71780,,
290,921371614,921369411,AnomieBOT,7611264.0,2019-10-15T11:30:11Z,71798,,
291,921536387,921371614,42.200.97.114,0.0,2019-10-16T09:17:24Z,71791,True,
292,921536436,921536387,Wham2001,915833.0,2019-10-16T09:17:59Z,71798,,
293,921536475,921536436,42.200.97.114,0.0,2019-10-16T09:18:24Z,71798,True,
294,921536664,921536475,42.200.97.114,0.0,2019-10-16T09:20:11Z,71799,True,
295,921536712,921536664,Sophiajoanne,25757840.0,2019-10-16T09:20:38Z,71798,,
296,921560829,921536712,Snappy Thanos,37604065.0,2019-10-16T13:13:55Z,71871,,
297,921562189,921560829,Citobun,19212093.0,2019-10-16T13:26:54Z,71798,,
298,921628839,921562189,208.69.12.34,0.0,2019-10-16T21:25:26Z,71794,True,
299,921629203,921628839,208.69.12.34,0.0,2019-10-16T21:28:14Z,71794,True,
300,921633904,921629203,MarkH21,27158663.0,2019-10-16T22:02:38Z,71798,,
301,921640229,921633904,Yeungkahchun,33023494.0,2019-10-16T22:51:40Z,71810,,
302,921640550,921640229,Yeungkahchun,33023494.0,2019-10-16T22:54:44Z,71827,,
303,921661150,921640550,49.216.6.161,0.0,2019-10-17T02:06:49Z,71827,True,
304,921661860,921661150,49.216.6.161,0.0,2019-10-17T02:14:10Z,71841,True,
305,921666817,921661860,Citobun,19212093.0,2019-10-17T03:03:22Z,71852,,
306,921955679,921666817,Hoising,2864272.0,2019-10-18T23:45:54Z,71848,,
307,921964546,921955679,114.43.142.167,0.0,2019-10-19T00:52:38Z,71850,True,
308,922079716,921964546,92.184.98.184,0.0,2019-10-19T20:39:59Z,71854,True,
309,922084297,922079716,El C,92203.0,2019-10-19T21:21:03Z,71850,,
310,922317365,922084297,60.246.62.157,0.0,2019-10-21T11:03:07Z,71849,True,
311,922317493,922317365,UA3,25923702.0,2019-10-21T11:04:39Z,71850,,
312,922580410,922317493,144.178.2.26,0.0,2019-10-23T00:46:52Z,71772,True,
313,922589392,922580410,Citobun,19212093.0,2019-10-23T02:04:18Z,71850,,
314,922947047,922589392,119.246.85.65,0.0,2019-10-25T09:47:56Z,71837,True,
315,922947189,922947047,Citobun,19212093.0,2019-10-25T09:49:36Z,71850,,
316,922947475,922947189,119.246.85.65,0.0,2019-10-25T09:53:41Z,72007,True,
